CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}			BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}			AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}			NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}			PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}			NCB	NCB	NCB	NCB	NCB	NCB	NCB	NCB			NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl			PCB	PCB	PCB	PCB	PCB	PCB	PCB	PCB			PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl
BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI
																																																		2.404	114.998	91.059	58.486	714.591	-288.299	426.292	-612.080			2.375	113.247	87.347	59.547	704.438	-284.03	420.408	-601.969													2.374	117.021	90.411	51.759	725.774	-286.451	439.322	-619.082
																																																		2.405	115.004	91.153	58.708	715.799	-288.776	427.022	-613.250			2.375	113.164	87.293	59.623	703.538	-283.834	419.703	-601.37													2.375	116.999	90.458	51.823	726.378	-286.687	439.691	-619.652
																																																		2.407	115.048	91.246	58.616	715.373	-288.663	426.710	-613.016			2.377	113.217	87.504	59.791	704.369	-284.387	419.983	-602.183													2.375	117.010	90.501	51.553	726.323	-286.814	439.510	-619.338
																																																		2.408	114.905	91.371	59.045	719.072	-290.102	428.970	-615.912			2.378	113.187	87.578	59.794	705.37	-284.807	420.563	-602.905													2.377	117.062	90.657	51.820	729.295	-287.673	441.622	-621.950
																																																		2.410	114.938	91.451	59.156	719.981	-290.365	429.615	-616.830			2.380	113.176	87.698	60.057	705.838	-285.045	420.793	-603.592													2.378	117.024	90.709	51.921	727.971	-287.210	440.761	-621.316
																																																		2.411	114.871	91.525	59.238	719.832	-290.665	429.167	-616.577			2.379	113.218	87.720	60.066	707.212	-285.853	421.359	-604.313													2.380	117.029	90.765	52.031	726.759	-286.880	439.879	-620.750
																																																		2.412	115.030	91.585	59.184	718.855	-290.343	428.513	-615.999			2.379	113.146	87.698	59.709	706.015	-285.412	420.603	-603.232													2.381	117.046	90.797	51.801	727.647	-287.282	440.365	-621.143
																																																		2.415	115.064	91.716	59.174	718.362	-290.325	428.037	-615.774			2.380	113.160	87.805	59.741	706.561	-285.64	420.921	-603.795													2.382	117.001	90.853	52.021	727.920	-287.278	440.641	-621.804
																																																		2.416	114.974	91.754	59.218	718.953	-290.494	428.459	-616.342			2.381	113.160	87.819	59.712	706.788	-285.772	421.017	-603.935													2.383	116.966	90.983	51.669	729.428	-287.985	441.443	-622.461
																																																		2.418	114.971	91.892	59.401	719.994	-290.981	429.013	-617.354			2.380	113.026	87.855	60.136	708.793	-286.235	422.558	-606.013													2.385	117.009	91.060	51.730	730.024	-288.330	441.694	-622.938
																																																		2.419	115.062	91.951	59.416	721.042	-291.333	429.709	-618.145			2.382	113.051	87.950	60.235	707.791	-285.827	421.964	-605.702													2.386	116.989	91.120	51.782	730.450	-288.433	442.017	-623.474
																																																		2.420	115.133	91.973	59.067	720.373	-291.191	429.182	-617.355			2.384	113.074	88.106	60.281	709.756	-286.874	422.882	-606.91													2.387	116.989	91.235	51.802	731.470	-288.916	442.554	-624.255
																																																		2.421	115.222	92.084	59.094	721.690	-291.887	429.803	-618.134			2.385	113.137	88.184	59.962	709.566	-287.026	422.54	-606.356													2.388	116.972	91.331	51.910	732.730	-289.407	443.323	-625.331
																																																		2.422	115.261	92.123	59.079	722.643	-292.265	430.377	-618.847			2.387	113.215	88.282	59.982	711.075	-287.668	423.407	-607.466													2.389	116.936	91.379	51.984	734.062	-289.844	444.218	-626.403
																																																		2.424	115.268	92.184	59.199	721.269	-291.805	429.464	-618.208			2.386	113.334	88.192	59.940	709.863	-287.217	422.646	-606.632													2.390	116.939	91.416	52.064	734.039	-289.762	444.276	-626.619
																																																		2.426	115.155	92.272	59.194	721.400	-291.903	429.496	-618.393			2.388	113.211	88.287	59.670	709.739	-287.48	422.259	-606.099													2.392	116.935	91.587	52.119	734.575	-289.990	444.586	-627.229
																																																		2.427	115.106	92.357	59.221	721.770	-292.399	429.371	-618.469			2.389	113.148	88.409	59.716	710.395	-287.675	422.72	-606.838													2.393	116.859	91.653	52.236	735.542	-290.315	445.227	-628.133
																																																		2.427	115.080	92.386	59.013	721.436	-292.160	429.276	-618.221			2.390	113.193	88.369	59.918	710.153	-287.591	422.562	-606.881													2.396	116.897	91.751	52.257	734.347	-290.095	444.252	-627.348
																																																		2.429	115.062	92.473	59.163	721.027	-292.176	428.851	-618.156			2.392	113.187	88.536	59.775	710.394	-287.941	422.453	-606.893													2.398	116.855	91.822	52.273	734.938	-290.373	444.566	-627.832
																																																		2.432	115.033	92.581	59.375	721.290	-292.384	428.906	-618.663			2.393	113.201	88.502	59.807	710.22	-287.771	422.449	-606.994													2.400	116.835	91.917	52.338	735.842	-290.714	445.128	-628.713
																																																		2.432	115.082	92.565	59.178	720.919	-292.066	428.853	-618.475			2.392	113.357	88.485	59.776	710.085	-287.828	422.257	-606.73													2.401	116.834	92.003	52.367	735.791	-290.765	445.026	-628.807
																																																		2.433	115.038	92.661	59.315	721.271	-292.383	428.888	-618.877			2.393	113.156	88.579	59.976	711.431	-287.993	423.438	-608.261													2.403	116.839	92.053	52.372	735.580	-290.800	444.780	-628.702
																																																		2.432	115.032	92.637	59.395	725.235	-293.360	431.875	-621.873			2.395	113.282	88.804	59.696	713.064	-289.029	424.035	-608.911													2.405	116.733	92.177	52.435	736.245	-291.094	445.151	-629.325
																																																		2.435	115.040	92.748	59.239	719.526	-291.815	427.711	-617.788			2.396	113.120	88.754	59.835	712.337	-288.851	423.486	-608.494													2.406	116.753	92.187	52.537	736.038	-291.078	444.959	-629.271
																																																		2.436	115.133	92.850	59.001	719.039	-291.565	427.474	-617.358			2.398	113.141	88.911	59.818	713.291	-289.326	423.965	-609.183													2.408	116.741	92.250	52.530	736.497	-291.232	445.265	-629.731
																																																		2.438	115.070	92.996	59.236	720.469	-292.288	428.181	-618.503			2.399	113.162	89.022	59.900	715.361	-290.335	425.026	-610.483													2.410	116.687	92.333	52.607	737.331	-291.527	445.804	-630.496
																																																		2.439	115.111	92.994	59.236	719.674	-292.247	427.427	-617.941			2.401	113.077	89.091	60.060	714.882	-290.097	424.785	-610.563													2.411	116.610	92.407	52.782	737.994	-291.713	446.282	-631.320
																																																		2.440	115.068	93.057	59.420	720.365	-292.511	427.855	-618.643			2.403	113.052	89.161	60.302	713.998	-289.824	424.173	-610.41													2.414	116.574	92.461	52.759	737.588	-291.646	445.942	-631.122
																																																		2.442	115.128	93.125	59.663	721.455	-292.836	428.619	-619.801			2.405	112.989	89.203	60.359	714.186	-289.92	424.267	-610.717													2.413	116.454	92.404	52.846	738.417	-291.757	446.660	-631.972
																																																		2.444	115.139	93.245	59.806	721.914	-293.196	428.718	-620.264			2.406	112.883	89.235	60.550	712.568	-289.216	423.352	-610.096													2.416	116.481	92.575	52.843	739.334	-292.238	447.096	-632.580
																																																		2.445	115.137	93.319	59.880	722.005	-293.404	428.601	-620.448			2.409	112.866	89.357	60.369	710.918	-288.826	422.092	-608.883													2.417	116.439	92.640	52.787	739.989	-292.394	447.595	-633.108
																																																		2.447	115.130	93.404	59.945	722.663	-293.713	428.949	-621.091			2.410	112.920	89.431	60.310	712.067	-289.43	422.637	-609.563													2.418	116.450	92.654	52.860	739.406	-292.186	447.221	-632.965
																																																		2.449	115.146	93.513	60.155	720.720	-293.479	427.242	-619.701			2.412	112.944	89.566	60.247	712.106	-289.617	422.489	-609.632													2.421	116.465	92.805	52.859	740.447	-292.735	447.712	-633.691
																																																		2.447	115.123	93.441	60.407	723.164	-294.070	429.094	-621.792			2.414	112.916	89.665	60.305	712.963	-289.983	422.98	-610.434													2.423	116.400	92.787	53.018	739.154	-292.298	446.855	-633.073
																																																		2.449	115.043	93.518	60.769	724.238	-294.210	430.028	-623.248			2.416	112.910	89.833	60.369	714.699	-290.83	423.868	-611.686													2.424	116.398	92.820	53.063	739.214	-292.436	446.778	-633.144
																																																		2.450	115.067	93.652	60.652	724.772	-294.847	429.924	-623.255			2.416	112.905	89.853	60.523	716.755	-291.636	425.118	-613.129													2.425	116.459	92.836	53.005	739.090	-292.479	446.611	-632.897
																																																		2.453	115.103	93.766	60.789	725.326	-295.256	430.069	-623.780			2.418	112.992	89.918	60.363	715.353	-291.55	423.804	-611.837													2.426	116.456	92.873	53.072	740.085	-292.728	447.357	-633.830
																																																		2.455	115.046	93.825	60.790	724.867	-295.092	429.775	-623.628			2.418	112.993	89.961	60.773	717.908	-292.318	425.59	-614.199													2.428	116.420	92.947	53.070	740.296	-292.846	447.450	-634.060
																																																		2.456	115.113	93.878	61.077	725.878	-295.788	430.090	-624.291			2.419	112.894	89.996	60.830	717.425	-292.441	424.984	-613.716													2.427	116.416	92.895	52.993	740.744	-292.866	447.878	-634.441
																																																		2.455	115.043	93.969	61.111	728.902	-296.759	432.142	-626.505			2.419	112.971	90.025	60.409	717.464	-292.621	424.844	-613.284													2.430	116.450	93.018	53.065	741.147	-293.161	447.986	-634.698
																																																		2.458	115.105	94.050	60.823	726.860	-296.161	430.699	-624.946			2.422	112.916	90.205	61.018	718.906	-292.722	426.183	-615.44													2.430	116.342	92.983	53.278	740.406	-292.812	447.594	-634.547
																																																		2.460	115.129	94.086	60.393	725.091	-295.934	429.157	-623.048			2.423	112.936	90.278	61.055	718.121	-292.613	425.508	-614.954													2.432	116.357	93.014	53.280	740.383	-292.883	447.500	-634.681
																																																		2.462	115.099	94.144	60.598	725.059	-295.734	429.325	-623.557			2.425	112.914	90.359	61.131	719.069	-293.207	425.862	-615.601													2.433	116.246	93.095	53.140	741.224	-293.256	447.968	-635.155
																																																		2.464	115.092	94.202	60.500	724.996	-295.741	429.255	-623.525			2.425	112.980	90.410	60.869	719.732	-293.283	426.449	-616.018													2.434	116.222	93.107	53.161	741.223	-293.272	447.951	-635.236
																																																		2.463	115.071	94.204	60.863	726.684	-296.381	430.303	-624.946			2.428	112.835	90.477	60.803	716.629	-292.451	424.178	-613.78													2.436	116.177	93.170	53.142	741.818	-293.579	448.240	-635.646
																																																		2.464	115.057	94.239	61.069	726.716	-296.692	430.024	-624.972			2.429	113.023	90.582	60.751	718.26	-293.194	425.066	-614.791													2.437	116.082	93.144	53.342	741.618	-293.393	448.224	-635.742
																																																		2.466	115.059	94.294	60.984	726.344	-296.540	429.804	-624.809			2.429	112.960	90.617	61.078	718.764	-293.401	425.363	-615.517													2.439	116.067	93.264	53.252	741.948	-293.667	448.280	-635.925
																																																		2.467	115.077	94.375	60.968	726.135	-296.521	429.614	-624.770			2.431	112.920	90.712	60.842	719.229	-293.693	425.535	-615.603													2.440	116.001	93.308	53.216	741.856	-293.546	448.310	-635.968
																																																		2.468	115.069	94.415	60.882	726.300	-296.687	429.613	-624.802			2.432	112.952	90.674	61.071	718.929	-293.779	425.15	-615.46													2.441	116.036	93.368	53.266	742.978	-294.089	448.890	-636.781
																																																		2.470	115.058	94.455	60.827	725.731	-296.487	429.244	-624.505			2.434	112.923	90.793	60.966	718.892	-293.915	424.977	-615.427													2.442	116.002	93.414	53.375	743.498	-294.442	449.056	-637.197
																																																		2.471	115.084	94.540	60.802	725.507	-296.552	428.955	-624.325			2.435	112.950	90.881	60.872	718.56	-294.009	424.55	-615.061													2.443	115.976	93.420	53.373	743.380	-294.387	448.993	-637.248
																																																		2.470	114.946	94.467	61.118	726.929	-296.610	430.319	-625.987			2.435	112.919	90.930	61.013	719.945	-294.276	425.669	-616.39													2.445	116.026	93.442	53.298	742.597	-294.093	448.504	-636.663
																																																		2.472	114.913	94.582	61.026	725.355	-296.283	429.073	-624.802			2.436	112.804	90.914	61.271	718.931	-294.013	424.918	-615.966													2.445	116.025	93.450	53.338	742.986	-294.313	448.673	-636.986
																																																		2.473	114.799	94.635	61.431	725.360	-296.005	429.355	-625.554			2.436	112.821	91.042	61.335	721.082	-294.835	426.246	-617.547													2.446	116.003	93.454	53.338	743.351	-294.538	448.813	-637.139
																																																		2.475	114.896	94.789	61.475	725.782	-296.540	429.242	-625.706			2.438	112.871	91.094	61.107	720.068	-294.717	425.352	-616.545													2.448	116.014	93.506	53.249	740.820	-293.659	447.161	-635.409
																																																		2.477	114.965	94.834	61.306	725.671	-296.754	428.917	-625.400			2.439	112.943	91.191	61.023	720.619	-294.937	425.681	-616.992													2.447	115.917	93.496	53.122	741.935	-293.897	448.038	-636.252
																																																		2.478	115.069	94.846	61.086	726.863	-297.364	429.499	-625.839			2.441	112.926	91.248	60.730	719.218	-294.5	424.718	-615.809													2.449	115.875	93.486	53.180	742.422	-294.009	448.413	-636.735
																																																		2.479	115.107	94.879	61.031	726.610	-297.418	429.193	-625.526			2.441	112.818	91.229	61.169	718.555	-294.282	424.273	-615.815													2.449	115.876	93.500	53.199	743.030	-294.236	448.794	-637.189
																																																		2.481	115.119	94.926	61.033	726.351	-297.444	428.908	-625.361			2.442	112.849	91.367	61.147	720.948	-295.211	425.738	-617.464													2.450	115.869	93.526	53.231	743.191	-294.324	448.867	-637.359
																																																		2.481	115.131	94.932	61.027	726.699	-297.403	429.296	-625.792			2.444	112.879	91.416	61.389	721.146	-295.339	425.808	-617.92													2.451	115.845	93.540	53.247	743.451	-294.457	448.994	-637.548
																																																		2.481	115.211	94.921	60.957	727.628	-297.806	429.822	-626.263			2.444	112.887	91.399	61.218	720.952	-295.113	425.839	-617.788													2.451	115.820	93.556	53.213	743.559	-294.445	449.113	-637.663
																																																		2.482	115.155	94.941	61.209	728.744	-297.857	430.887	-627.626			2.446	112.868	91.492	61.201	722.013	-295.486	426.527	-618.612													2.452	115.827	93.614	53.129	743.025	-294.408	448.618	-637.184
																																																		2.485	115.217	95.067	61.317	726.895	-297.669	429.226	-626.300			2.447	112.865	91.536	60.730	720.062	-295.291	424.771	-616.479													2.454	115.709	93.668	53.239	743.616	-294.487	449.128	-637.906
																																																		2.487	115.234	95.216	61.274	727.242	-297.858	429.384	-626.565			2.446	112.858	91.505	60.760	720.747	-295.535	425.211	-616.996													2.454	115.900	93.735	53.040	744.465	-295.033	449.432	-637.982
																																																		2.489	115.272	95.266	61.242	726.804	-297.911	428.893	-626.075			2.448	112.879	91.588	60.664	720.65	-295.412	425.238	-617.048													2.455	115.795	93.712	52.979	744.166	-294.943	449.223	-637.748
																																																		2.491	115.288	95.353	61.274	727.134	-297.918	429.216	-626.553			2.448	112.849	91.601	60.926	721.558	-295.76	425.798	-617.926													2.455	115.697	93.787	53.190	745.113	-295.047	450.066	-638.873
																																																		2.492	115.301	95.401	61.183	727.196	-298.131	429.065	-626.428			2.448	112.885	91.595	61.108	720.907	-295.385	425.522	-617.956													2.457	115.567	93.808	53.393	744.948	-294.798	450.150	-639.218
																																																		2.492	115.311	95.419	61.222	727.398	-298.244	429.154	-626.627			2.449	112.957	91.649	60.577	719.999	-295.33	424.669	-616.726													2.458	115.477	93.839	53.549	744.437	-294.708	449.729	-639.028
																																																		2.493	115.270	95.431	61.584	727.297	-298.096	429.201	-627.119			2.449	112.964	91.693	60.893	722.097	-296	426.097	-618.611													2.459	115.446	93.826	53.625	743.937	-294.708	449.229	-638.639
																																																		2.494	115.322	95.475	61.432	727.232	-298.285	428.947	-626.779			2.451	113.019	91.778	60.839	721.769	-296.029	425.741	-618.376													2.460	115.458	93.849	53.637	743.487	-294.487	449.000	-638.512
																																																		2.496	115.314	95.477	61.546	726.808	-298.133	428.675	-626.703			2.453	113.031	91.887	60.947	721.936	-296.311	425.624	-618.591													2.461	115.421	93.851	53.645	744.241	-294.789	449.452	-639.011
																																																		2.496	115.261	95.462	61.608	726.931	-298.109	428.822	-626.911			2.453	113.203	91.849	60.771	721.879	-296.278	425.6	-618.41													2.462	115.416	93.909	53.696	744.586	-294.990	449.596	-639.255
																																																		2.500	115.436	95.587	61.522	726.290	-298.205	428.085	-626.279			2.455	113.180	91.978	60.775	722.573	-296.736	425.837	-618.804													2.463	115.297	93.941	53.635	743.785	-294.671	449.114	-638.811
																																																		2.501	115.449	95.609	61.390	726.467	-298.270	428.197	-626.326			2.455	113.238	91.997	60.758	723.309	-296.929	426.38	-619.394													2.464	115.237	93.989	53.686	744.940	-295.042	449.898	-639.702
																																																		2.502	115.432	95.645	61.551	726.181	-298.230	427.951	-626.342			2.455	113.199	92.007	61.189	722.195	-296.674	425.521	-619.013													2.465	115.270	94.025	53.782	745.416	-295.383	450.033	-639.958
																																																		2.503	115.422	95.661	61.579	726.208	-298.291	427.917	-626.397			2.457	113.192	92.093	61.226	722.333	-297.003	425.33	-619.055													2.466	115.210	94.000	53.866	745.430	-295.379	450.051	-640.115
																																																		2.505	115.419	95.685	61.613	726.092	-298.181	427.910	-626.483			2.458	113.144	92.178	61.352	723.388	-297.399	425.989	-620.019													2.467	115.201	93.922	53.923	744.094	-294.769	449.325	-639.453
																																																		2.506	115.396	95.682	61.721	726.868	-298.673	428.195	-626.924			2.460	113.165	92.286	61.309	723.601	-297.524	426.077	-620.219													2.468	115.162	93.992	53.916	745.033	-295.120	449.913	-640.140
																																																		2.507	115.395	95.739	61.740	726.584	-298.564	428.020	-626.861			2.460	113.183	92.321	61.230	724.239	-297.912	426.327	-620.485													2.469	115.110	93.973	53.904	745.378	-295.299	450.079	-640.387
																																																		2.509	115.450	95.797	61.701	726.285	-298.627	427.658	-626.499			2.463	113.090	92.447	61.351	723.681	-297.776	425.904	-620.354													2.469	115.110	93.993	53.739	745.229	-295.428	449.800	-639.984
																																																		2.510	115.468	95.824	61.726	726.462	-298.718	427.744	-626.670			2.464	113.100	92.504	61.615	724.55	-298.132	426.418	-621.257													2.469	115.094	94.009	53.883	747.254	-296.181	451.074	-641.417
																																																		2.511	115.431	95.814	61.929	727.578	-298.967	428.611	-627.768			2.466	113.118	92.602	61.586	724.187	-298.263	425.924	-620.925													2.470	114.936	94.032	54.027	746.477	-295.819	450.657	-641.230
																																																		2.512	115.502	95.920	61.699	726.066	-298.679	427.387	-626.452			2.467	113.127	92.699	61.532	724.447	-298.498	425.95	-621.08													2.470	114.930	94.080	53.843	745.359	-295.592	449.767	-640.204
																																																		2.513	115.489	95.921	61.826	726.043	-298.628	427.415	-626.610			2.468	113.221	92.721	61.638	725.368	-298.912	426.456	-621.749													2.471	114.788	94.124	53.948	746.405	-295.876	450.529	-641.147
																																																		2.514	115.527	95.939	61.879	725.944	-298.757	427.187	-626.468			2.469	113.145	92.755	61.686	724.543	-298.636	425.907	-621.358													2.472	114.736	94.120	53.949	746.233	-295.780	450.453	-641.100
																																																		2.514	115.319	95.971	62.209	727.999	-299.227	428.772	-628.393			2.471	113.169	92.853	61.666	724.518	-298.767	425.75	-621.31													2.473	114.687	94.137	53.943	746.153	-295.757	450.396	-641.104
																																																		2.515	115.454	95.947	61.867	726.127	-298.913	427.214	-626.581			2.472	113.139	92.918	61.771	724.597	-298.934	425.663	-621.461													2.473	114.696	94.067	53.515	745.489	-295.500	449.989	-640.238
																																																		2.516	115.494	95.955	61.867	725.180	-298.518	426.662	-626.033			2.473	113.210	92.981	61.874	725.021	-298.945	426.075	-622.075													2.474	114.499	94.175	53.767	745.344	-295.160	450.184	-640.783
																																																		2.518	115.466	95.982	61.975	725.765	-298.768	426.997	-626.501			2.474	113.205	93.065	62.064	726.828	-299.595	427.233	-623.556													2.475	114.473	94.220	53.879	745.316	-295.436	449.880	-640.657
																																																		2.519	115.486	95.975	61.937	725.261	-298.727	426.534	-626.043			2.474	113.412	93.128	61.500	728.052	-300.751	427.302	-623.128													2.476	114.405	94.241	54.055	746.002	-295.550	450.452	-641.415
																																																		2.520	115.458	95.987	62.014	725.728	-298.831	426.897	-626.511			2.475	113.385	93.097	61.924	727.188	-300.345	426.843	-623.119													2.477	114.395	94.263	54.052	746.201	-295.770	450.431	-641.409
																																																		2.521	115.459	96.021	62.086	726.608	-299.293	427.316	-627.064			2.477	113.403	93.160	61.651	724.82	-299.898	424.922	-621.004													2.478	114.380	94.258	53.939	746.664	-296.025	450.639	-641.542
																																																		2.522	115.451	96.037	62.096	725.287	-298.874	426.414	-626.180			2.479	113.404	93.238	61.439	724.035	-299.707	424.328	-620.345													2.480	114.359	94.293	54.150	747.110	-296.080	451.030	-642.205
																																																		2.522	115.449	96.034	62.104	725.404	-298.809	426.595	-626.393			2.478	113.281	93.260	61.751	727.89	-301.029	426.861	-623.281													2.482	114.277	94.391	54.221	745.768	-295.719	450.049	-641.434
																																																		2.523	115.460	96.044	62.095	725.188	-298.761	426.426	-626.237			2.479	113.219	93.315	61.668	727.171	-300.926	426.244	-622.684													2.481	114.280	94.281	54.169	746.126	-295.725	450.402	-641.626
																																																		2.524	115.473	96.048	62.115	725.417	-298.826	426.590	-626.442			2.479	113.345	93.284	61.468	725.565	-300.72	424.844	-621.031													2.483	114.251	94.339	54.140	746.121	-295.824	450.296	-641.582
																																																		2.524	115.468	96.108	62.001	726.416	-299.264	427.151	-626.979			2.481	113.449	93.392	61.545	726.739	-301.16	425.579	-621.988													2.485	114.266	94.368	54.079	746.331	-295.994	450.337	-641.603
																																																		2.524	115.406	96.107	62.272	726.171	-299.165	427.006	-627.100			2.481	113.383	93.420	61.378	728.162	-301.513	426.649	-622.936													2.485	114.253	94.401	54.119	746.156	-295.784	450.372	-641.729
																																																		2.525	115.432	96.104	62.227	725.702	-299.006	426.696	-626.757			2.482	113.364	93.476	61.645	727.232	-301.01	426.222	-622.914													2.486	114.183	94.410	54.313	746.695	-295.863	450.832	-642.395
																																																		2.526	115.423	96.114	62.258	725.432	-298.950	426.482	-626.588			2.484	113.375	93.502	61.727	725.831	-300.759	425.072	-621.94													2.484	114.185	94.357	54.417	747.803	-296.420	451.383	-642.989
																																																		2.527	115.383	96.140	62.304	725.342	-298.992	426.350	-626.541			2.485	113.455	93.470	61.723	726.696	-301.005	425.691	-622.637													2.485	114.121	94.399	54.420	747.682	-296.395	451.287	-642.952
																																																		2.528	115.350	96.162	62.325	725.233	-298.976	426.258	-626.523			2.486	113.422	93.520	61.736	726.946	-301.085	425.861	-622.919													2.486	114.088	94.388	54.297	746.307	-295.958	450.349	-641.916
																																																		2.528	115.326	96.164	62.355	725.650	-299.143	426.506	-626.864			2.487	113.384	93.534	61.976	727.067	-301.083	425.985	-623.36													2.487	114.046	94.403	54.225	745.910	-295.781	450.130	-641.655
																																																		2.529	115.307	96.169	62.393	725.683	-299.213	426.471	-626.883			2.489	113.515	93.684	61.492	726.144	-301.183	424.961	-622.056													2.488	114.031	94.427	54.238	746.409	-296.054	450.355	-641.971
																																																		2.529	115.300	96.164	62.359	725.565	-299.247	426.318	-626.747			2.489	113.394	93.668	61.710	726.417	-301.161	425.256	-622.581													2.489	113.983	94.457	54.230	746.269	-295.955	450.314	-641.938
																																																		2.530	115.291	96.168	62.343	725.400	-299.223	426.177	-626.612			2.491	113.390	93.718	61.749	726.864	-301.259	425.605	-623.07													2.491	113.919	94.411	54.194	745.253	-295.681	449.572	-641.181
																																																		2.530	115.281	96.188	62.343	725.187	-299.146	426.040	-626.540			2.491	113.413	93.754	61.847	727.218	-301.265	425.953	-623.558													2.492	113.862	94.422	54.255	745.877	-295.825	450.053	-641.749
																																																		2.531	115.305	96.172	62.317	725.121	-299.169	425.952	-626.414			2.493	113.526	93.841	61.730	726.834	-301.318	425.515	-623.123													2.493	113.805	94.408	54.268	745.954	-295.868	450.086	-641.909
																																																		2.531	115.265	96.229	62.563	726.464	-299.574	426.889	-627.687			2.493	113.393	93.852	61.830	725.856	-301.107	424.748	-622.545													2.494	113.763	94.439	54.245	745.580	-295.757	449.823	-641.666
																																																		2.532	115.311	96.212	62.348	724.703	-298.965	425.738	-626.311			2.493	113.366	93.851	61.996	726.959	-301.687	425.271	-623.273													2.493	113.734	94.406	54.080	745.909	-295.835	450.074	-641.755
																																																		2.532	115.295	96.235	62.333	724.762	-299.070	425.692	-626.303			2.494	113.393	93.888	61.997	727.143	-301.762	425.382	-623.491													2.494	113.719	94.427	54.042	745.595	-295.789	449.806	-641.448
																																																		2.532	115.263	96.234	62.353	724.500	-299.100	425.400	-626.026			2.495	113.430	93.952	61.937	726.968	-301.848	425.12	-623.313													2.494	113.654	94.438	54.130	745.369	-295.679	449.690	-641.485
																																																		2.532	115.356	96.280	62.395	725.945	-299.772	426.174	-626.874			2.495	113.388	93.858	62.051	726.674	-301.567	425.108	-623.351													2.495	113.633	94.453	54.204	745.877	-295.915	449.962	-641.880
																																																		2.533	115.400	96.376	62.086	725.384	-299.794	425.590	-626.101			2.496	113.428	93.962	62.000	726.793	-301.825	424.967	-623.294													2.496	113.608	94.445	54.279	745.738	-295.900	449.838	-641.813
																																																		2.533	115.239	96.279	62.380	724.642	-299.119	425.524	-626.238			2.497	113.457	94.041	61.982	727.101	-302.033	425.068	-623.5													2.497	113.574	94.446	54.310	745.634	-295.850	449.784	-641.813
																																																		2.533	115.232	96.286	62.447	724.792	-299.226	425.566	-626.389			2.498	113.477	94.125	62.011	727.728	-302.381	425.347	-623.937													2.497	113.589	94.438	54.268	745.453	-295.838	449.615	-641.622
																																																		2.533	115.221	96.248	62.479	725.251	-299.345	425.906	-626.731			2.499	113.518	94.173	61.923	727.744	-302.415	425.329	-623.94													2.499	113.648	94.485	53.927	744.202	-295.452	448.750	-640.474
																																																		2.533	115.225	96.242	62.409	725.060	-299.272	425.788	-626.563			2.500	113.536	94.224	61.883	727.465	-302.352	425.114	-623.793													2.499	113.548	94.463	54.155	745.145	-295.675	449.470	-641.410
																																																		2.533	115.213	96.230	62.385	725.038	-299.240	425.798	-626.569			2.501	113.556	94.276	61.905	727.681	-302.524	425.157	-623.961													2.500	113.496	94.483	54.298	745.045	-295.705	449.340	-641.466
																																																		2.534	115.187	96.238	62.427	724.885	-299.203	425.682	-626.481			2.501	113.556	94.308	61.988	728.797	-302.901	425.895	-624.857													2.500	113.461	94.475	54.312	745.148	-295.658	449.490	-641.645
																																																		2.534	115.157	96.250	62.412	724.764	-299.179	425.585	-626.431			2.501	113.598	94.305	61.945	727.87	-302.482	425.388	-624.323													2.500	113.422	94.492	54.445	745.125	-295.577	449.548	-641.861
																																																		2.534	115.126	96.301	62.632	725.758	-299.563	426.195	-627.329			2.502	113.615	94.352	61.896	727.794	-302.554	425.24	-624.209													2.500	113.399	94.503	54.506	745.310	-295.675	449.635	-642.035
																																																		2.533	115.163	96.241	62.311	724.896	-298.995	425.901	-626.641			2.501	113.559	94.283	61.753	728.478	-302.695	425.784	-624.515													2.501	113.355	94.500	54.551	745.178	-295.643	449.535	-641.984
																																																		2.534	115.137	96.270	62.550	725.330	-299.323	426.007	-627.033			2.501	113.612	94.328	61.565	727.5	-302.486	425.014	-623.567													2.501	113.335	94.501	54.519	744.978	-295.511	449.467	-641.881
