CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}	CO_{2}			BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}	BH_{3}			AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}	AlH_{3}			NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}	NMe_{3}			PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}	PMe_{3}			NCB	NCB	NCB	NCB	NCB	NCB	NCB	NCB			NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl	NCAl			PCB	PCB	PCB	PCB	PCB	PCB	PCB	PCB			PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl	PCAl
BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI			BH	OCO	Frag BH3	Frag CO2	Pauli	Elstat	Steric	OI
1.475	139.988	33.348	33.430	347.716	-152.256	195.460	-251.323			2.541	120.852	107.383	75.438	675.430	-278.658	396.772	-609.436			2.423	124.868	96.490	56.791	663.302	-260.786	402.516	-574.606			1.200	170.011	0.065	0.276	16.731	-9.109	7.623	-9.158			1.246	134.285	3.613	2.512	128.778	-71.251	57.528	-85.248			1.217	131.302	-0.090	-0.166	91.737	-58.220	33.517	-62.724			1.232	130.071	-0.145	0.142	98.039	-61.047	36.991	-67.525			1.219	129.312	-0.813	-0.292	56.976	-33.271	23.705	-39.002			1.210	126.830	-0.156	0.055	104.100	-63.619	40.481	-70.630
1.448	141.063	30.557	31.500	330.385	-145.250	185.135	-236.006			2.541	120.873	107.424	75.352	675.073	-278.665	396.408	-609.011			2.420	124.951	96.287	56.675	663.081	-260.575	402.506	-574.084			1.200	170.062	0.079	0.341	16.822	-9.144	7.678	-9.208			1.247	134.244	3.805	2.709	130.453	-72.095	58.357	-86.266			1.217	131.316	-0.115	-0.177	91.651	-58.154	33.496	-62.640			1.232	130.060	-0.171	0.139	97.859	-60.948	36.911	-67.401			1.219	129.310	-0.845	-0.296	56.816	-33.164	23.651	-38.887			1.211	126.809	-0.173	0.082	103.960	-63.564	40.396	-70.545
1.422	142.215	27.786	29.426	310.978	-137.392	173.586	-219.365			2.541	120.896	107.423	75.263	675.496	-278.798	396.698	-609.167			2.418	125.053	96.133	56.545	662.226	-260.359	401.867	-572.965			1.200	170.093	0.083	0.332	16.887	-9.173	7.713	-9.246			1.248	134.204	3.919	2.779	132.027	-72.839	59.188	-87.133			1.217	131.321	-0.129	-0.157	91.571	-58.106	33.464	-62.578			1.232	130.059	-0.190	0.137	97.674	-60.849	36.825	-67.268			1.219	129.305	-0.879	-0.296	56.665	-33.065	23.600	-38.774			1.210	126.787	-0.198	0.111	103.888	-63.540	40.349	-70.484
1.394	143.538	24.882	27.106	287.563	-127.828	159.734	-200.036			2.541	120.951	107.486	75.131	675.141	-278.937	396.203	-608.579			2.418	124.710	96.020	56.874	659.937	-259.054	400.882	-572.071			1.200	170.094	0.087	0.345	16.977	-9.213	7.765	-9.295			1.249	134.099	4.081	2.940	133.284	-73.468	59.816	-87.949			1.217	131.316	-0.147	-0.155	91.438	-58.037	33.400	-62.482			1.232	130.068	-0.210	0.139	97.516	-60.764	36.751	-67.161			1.219	129.293	-0.908	-0.299	56.500	-32.963	23.537	-38.659			1.210	126.781	-0.195	0.085	103.762	-63.458	40.303	-70.399
1.369	144.950	22.248	24.757	263.487	-117.859	145.628	-180.779			2.540	120.958	107.298	75.054	675.700	-278.844	396.857	-608.952			2.414	124.758	95.766	56.479	660.479	-259.095	401.384	-571.662			1.200	170.080	0.096	0.292	17.056	-9.246	7.810	-9.341			1.250	134.078	4.241	3.104	134.467	-74.055	60.412	-88.723			1.218	131.279	-0.149	-0.137	91.271	-57.964	33.308	-62.389			1.232	130.081	-0.222	0.147	97.379	-60.694	36.685	-67.071			1.219	129.309	-0.938	-0.267	56.328	-32.876	23.452	-38.540			1.212	126.796	-0.218	0.006	103.689	-63.370	40.320	-70.308
1.342	146.788	19.384	21.902	233.900	-105.400	128.501	-157.753			2.539	121.001	107.391	74.944	675.566	-278.958	396.608	-608.622			2.408	124.821	95.377	56.392	658.397	-258.132	400.266	-569.735			1.201	170.011	0.100	0.329	17.145	-9.273	7.872	-9.382			1.251	133.993	4.320	3.130	135.844	-74.741	61.103	-89.417			1.217	131.191	-0.174	-0.067	91.234	-57.979	33.255	-62.389			1.232	130.112	-0.237	0.126	97.246	-60.61	36.636	-66.975			1.219	129.335	-0.956	-0.330	56.315	-32.829	23.485	-38.514			1.211	126.757	-0.199	0.046	103.882	-63.494	40.387	-70.427
1.319	148.635	17.031	19.257	207.440	-94.028	113.412	-137.597			2.539	121.035	107.376	74.842	675.391	-278.904	396.487	-608.365			2.400	124.864	94.799	56.249	656.455	-257.052	399.403	-567.770			1.200	169.999	0.104	0.333	17.231	-9.323	7.908	-9.431			1.251	133.882	4.426	3.280	137.249	-75.413	61.836	-90.299			1.217	131.178	-0.267	-0.143	90.881	-57.741	33.139	-62.106			1.232	130.188	-0.307	0.044	97.086	-60.463	36.623	-66.812			1.219	129.340	-0.998	-0.331	56.117	-32.706	23.411	-38.365			1.210	126.768	-0.159	0.097	103.734	-63.454	40.279	-70.383
1.319	148.635	17.031	19.257	207.440	-94.028	113.412	-137.597			2.540	121.057	107.356	74.780	675.119	-278.800	396.318	-608.080			2.392	125.080	94.287	55.817	653.735	-255.83	397.905	-564.796			1.200	169.956	0.104	0.353	17.311	-9.361	7.951	-9.469			1.253	133.818	4.614	3.362	139.536	-76.497	63.039	-91.642			1.217	131.210	-0.286	-0.156	90.878	-57.714	33.164	-62.075			1.231	130.227	-0.310	0.036	96.988	-60.398	36.59	-66.745			1.219	129.346	-1.019	-0.337	55.926	-32.593	23.333	-38.234			1.211	126.750	-0.224	0.098	103.550	-63.344	40.206	-70.233
1.299	150.626	15.085	16.678	182.751	-83.237	99.514	-119.241			2.541	121.089	107.356	74.724	674.540	-278.596	395.945	-607.632			2.381	125.178	93.718	55.678	651.594	-254.8	396.794	-562.508			1.200	169.931	0.102	0.371	17.384	-9.388	7.996	-9.500			1.253	133.789	4.633	3.484	140.616	-77.022	63.594	-92.208			1.217	131.218	-0.228	-0.142	90.892	-57.743	33.148	-62.108			1.232	130.249	-0.304	0.029	96.982	-60.39	36.593	-66.739			1.219	129.348	-1.017	-0.330	55.721	-32.478	23.242	-38.111			1.210	126.740	-0.255	0.095	103.338	-63.230	40.109	-70.091
1.283	152.577	13.397	14.370	161.180	-73.619	87.561	-103.542			2.538	121.094	107.320	74.695	675.780	-279.145	396.635	-608.241			2.368	125.302	93.080	55.413	649.071	-253.656	395.415	-559.750			1.201	169.936	0.111	0.353	17.461	-9.41	8.051	-9.537			1.254	133.696	4.871	3.625	142.169	-77.757	64.412	-93.296			1.217	131.313	-0.184	-0.198	91.063	-57.803	33.260	-62.198			1.232	130.249	-0.335	0.071	96.856	-60.33	36.526	-66.659			1.219	129.338	-1.001	-0.367	55.516	-32.363	23.154	-38.001			1.210	126.777	-0.277	0.072	103.281	-63.165	40.116	-70.029
1.269	154.599	11.909	12.195	142.847	-65.321	77.526	-90.223			2.538	121.166	107.324	74.501	675.273	-279.065	396.208	-607.612			2.354	125.421	92.488	55.208	646.753	-252.629	394.123	-557.251			1.200	169.957	0.132	0.399	17.543	-9.464	8.078	-9.595			1.254	133.676	5.025	3.739	143.330	-78.320	65.011	-94.025			1.217	131.317	-0.201	-0.209	90.941	-57.722	33.219	-62.106			1.231	130.224	-0.373	0.075	96.628	-60.214	36.415	-66.505			1.219	129.388	-1.071	-0.386	55.385	-32.248	23.137	-37.867			1.210	126.768	-0.269	0.072	103.224	-63.133	40.091	-69.994
1.257	156.702	10.515	10.177	126.247	-57.713	68.534	-78.331			2.538	121.225	107.304	74.356	675.001	-279.094	395.907	-607.100			2.341	125.531	91.933	55.029	644.484	-251.68	392.804	-554.835			1.202	169.931	0.156	0.438	17.611	-9.492	8.119	-9.635			1.256	133.507	5.200	3.901	144.974	-79.135	65.839	-95.101			1.218	131.314	-0.219	-0.220	90.823	-57.648	33.175	-62.010			1.231	130.224	-0.391	0.075	96.56	-60.175	36.384	-66.435			1.219	129.400	-1.111	-0.391	55.215	-32.141	23.074	-37.739			1.210	126.770	-0.270	0.090	103.148	-63.098	40.049	-69.946
1.247	158.808	9.228	8.357	112.070	-51.174	60.896	-68.226			2.537	121.242	107.309	74.318	674.991	-279.167	395.825	-606.946			2.329	125.628	91.412	54.908	642.276	-250.775	391.500	-552.564			1.200	169.988	0.142	0.373	17.603	-9.474	8.130	-9.633			1.257	133.460	5.324	4.027	147.034	-80.113	66.921	-96.290			1.218	131.265	-0.246	-0.182	90.668	-57.586	33.082	-61.906			1.231	130.228	-0.397	0.051	96.535	-60.148	36.388	-66.388			1.219	129.435	-1.146	-0.405	55.047	-32.027	23.020	-37.605			1.211	126.829	-0.299	0.069	102.937	-62.975	39.962	-69.793
1.239	161.038	8.040	6.677	99.254	-45.255	54.000	-59.189			2.534	121.174	107.244	74.369	675.608	-279.377	396.231	-607.324			2.317	125.723	90.904	54.763	640.381	-249.982	390.399	-550.499			1.201	169.986	0.139	0.363	17.714	-9.527	8.188	-9.684			1.256	133.511	5.360	4.008	147.377	-80.219	67.158	-96.530			1.218	131.265	-0.259	-0.173	90.596	-57.539	33.057	-61.861			1.231	130.228	-0.402	0.006	96.562	-60.135	36.427	-66.364			1.219	129.478	-1.164	-0.443	54.869	-31.900	22.969	-37.473			1.210	126.839	-0.308	0.061	102.895	-62.944	39.952	-69.745
1.231	162.816	6.877	5.352	87.804	-39.920	47.884	-51.349			2.534	121.201	107.229	74.290	675.587	-279.377	396.210	-607.170			2.307	125.816	90.453	54.621	638.189	-249.176	389.013	-548.244			1.200	169.986	0.136	0.374	17.833	-9.577	8.257	-9.739			1.258	133.489	5.553	4.129	148.863	-80.982	67.881	-97.444			1.218	131.271	-0.270	-0.192	90.514	-57.475	33.039	-61.807			1.231	130.144	-0.436	0.139	96.534	-60.19	36.343	-66.341			1.219	129.452	-1.205	-0.437	54.687	-31.791	22.896	-37.340			1.210	126.811	-0.357	0.096	102.781	-62.907	39.873	-69.651
1.225	166.141	6.349	3.788	80.260	-36.491	43.769	-46.016			2.534	121.238	107.240	74.206	675.308	-279.330	395.979	-606.828			2.296	125.917	89.988	54.456	636.637	-248.516	388.121	-546.484			1.201	169.958	0.134	0.382	17.952	-9.628	8.324	-9.794			1.259	133.361	5.671	4.342	149.356	-81.312	68.044	-97.872			1.218	131.289	-0.280	-0.209	90.456	-57.424	33.031	-61.755			1.231	130.156	-0.383	0.069	96.737	-60.263	36.474	-66.448			1.219	129.485	-1.234	-0.446	54.518	-31.682	22.836	-37.214			1.211	126.848	-0.282	0.060	102.899	-62.969	39.930	-69.737
1.224	167.711	5.643	2.901	74.316	-33.811	40.505	-41.819			2.534	121.247	107.222	74.233	675.556	-279.460	396.095	-606.933			2.282	126.113	89.424	54.205	634.518	-247.819	386.699	-543.854			1.201	169.911	0.135	0.424	18.052	-9.672	8.380	-9.843			1.260	133.342	5.801	4.434	150.928	-82.023	68.905	-98.845			1.218	131.284	-0.283	-0.206	90.363	-57.377	32.985	-61.701			1.231	130.151	-0.349	0.092	96.863	-60.346	36.518	-66.531			1.218	129.533	-1.272	-0.436	54.320	-31.556	22.765	-37.075			1.211	126.848	-0.342	0.082	102.856	-62.929	39.928	-69.680
1.218	168.848	5.038	2.432	68.598	-31.143	37.455	-38.282			2.534	121.272	107.263	74.198	675.638	-279.524	396.114	-606.921			2.268	126.150	88.816	54.138	631.049	-246.401	384.648	-540.758			1.201	169.821	0.153	0.432	18.16	-9.723	8.437	-9.919			1.261	133.190	5.971	4.745	152.674	-82.916	69.757	-100.004			1.218	131.316	-0.298	-0.222	90.294	-57.324	32.970	-61.639			1.231	130.152	-0.280	0.054	97	-60.411	36.589	-66.62			1.218	129.515	-1.275	-0.456	54.276	-31.512	22.765	-37.037			1.211	126.826	-0.334	0.072	102.847	-62.916	39.931	-69.657
1.217	169.810	4.596	2.054	64.490	-29.253	35.236	-35.711			2.532	121.347	107.186	73.947	675.770	-279.663	396.107	-606.528			2.249	126.319	88.016	53.897	627.375	-245.049	382.326	-536.902			1.201	169.898	0.142	0.401	18.251	-9.759	8.492	-9.952			1.262	133.112	6.154	4.826	154.194	-83.619	70.576	-100.976			1.218	131.348	-0.314	-0.248	90.236	-57.270	32.966	-61.579			1.231	130.221	-0.472	0.055	96.321	-60.007	36.315	-66.139			1.219	129.534	-1.308	-0.466	54.093	-31.390	22.703	-36.901			1.210	126.838	-0.356	0.075	102.723	-62.845	39.878	-69.545
1.214	170.744	4.141	1.661	60.396	-27.326	33.070	-33.151			2.532	121.408	107.183	73.829	676.571	-280.102	396.469	-606.747			2.228	126.449	87.118	53.738	622.719	-243.351	379.368	-532.402			1.201	169.964	0.185	0.412	18.308	-9.783	8.525	-10.015			1.263	133.103	6.125	5.045	155.021	-84.024	70.998	-101.536			1.218	131.345	-0.340	-0.254	90.207	-57.240	32.967	-61.529			1.231	130.186	-0.419	0.054	96.407	-60.06	36.347	-66.207			1.219	129.551	-1.330	-0.473	53.927	-31.286	22.641	-36.787			1.211	126.842	-0.343	0.005	102.606	-62.783	39.824	-69.472
1.213	171.531	3.844	1.487	57.461	-26.039	31.421	-31.375			2.532	121.512	107.202	73.689	678.235	-280.986	397.250	-607.356			2.206	126.622	86.115	53.507	617.941	-241.582	376.360	-527.630			1.201	169.940	0.178	0.488	18.422	-9.832	8.589	-10.066			1.263	132.938	6.169	5.091	155.874	-84.344	71.530	-102.120			1.218	131.348	-0.340	-0.249	90.158	-57.202	32.956	-61.481			1.231	130.191	-0.451	0.069	96.284	-59.992	36.293	-66.116			1.218	129.578	-1.392	-0.493	53.678	-31.122	22.556	-36.588			1.210	126.841	-0.343	-0.038	102.413	-62.671	39.742	-69.349
1.212	172.152	3.612	1.293	55.162	-24.986	30.176	-29.981			2.533	121.550	107.269	73.380	677.194	-280.711	396.484	-606.315			2.182	126.830	85.097	53.239	612.236	-239.579	372.657	-522.063			1.200	169.935	0.184	0.444	18.523	-9.874	8.649	-10.121			1.264	132.897	6.497	5.368	157.541	-85.200	72.341	-103.377			1.219	131.567	-0.276	-0.397	90.243	-57.170	33.073	-61.485			1.231	130.227	-0.464	0.030	96.194	-59.918	36.276	-66.031			1.218	129.547	-1.406	-0.492	53.542	-31.036	22.506	-36.496			1.211	126.800	-0.400	0.002	102.261	-62.616	39.646	-69.250
1.211	172.788	3.382	1.121	52.855	-23.946	28.910	-28.596			2.531	121.398	107.111	73.718	675.829	-279.687	396.142	-606.150			2.159	127.054	84.058	52.860	606.938	-237.74	369.198	-516.672			1.201	169.923	0.193	0.500	18.624	-9.918	8.706	-10.178			1.265	132.803	6.597	5.551	158.936	-85.886	73.050	-104.274			1.218	131.372	-0.365	-0.273	89.761	-56.978	32.782	-61.217			1.230	130.219	-0.471	0.029	96.075	-59.853	36.221	-65.95			1.218	129.556	-1.445	-0.502	53.339	-30.906	22.433	-36.345			1.213	126.849	-0.373	0.084	102.527	-62.713	39.813	-69.403
1.210	173.463	3.142	0.952	50.432	-22.857	27.576	-27.158			2.531	121.426	107.117	73.698	675.977	-279.867	396.110	-606.072			2.136	127.269	83.016	52.559	601.443	-235.802	365.641	-511.246			1.200	169.898	0.211	0.543	18.735	-9.976	8.759	-10.249			1.266	132.660	6.767	5.794	160.859	-86.793	74.065	-105.563			1.218	131.252	-0.324	-0.238	89.634	-56.948	32.685	-61.187			1.230	130.278	-0.484	0.008	96.041	-59.826	36.216	-65.888			1.218	129.571	-1.476	-0.504	53.179	-30.807	22.372	-36.225			1.210	126.849	-0.330	-0.080	102.494	-62.715	39.779	-69.387
1.209	174.179	2.894	0.791	47.890	-21.718	26.171	-25.673			2.531	121.431	107.077	73.726	676.540	-280.016	396.524	-606.442			2.114	127.487	81.936	52.223	595.583	-233.778	361.805	-505.462			1.201	169.831	0.241	0.484	18.93	-10.064	8.866	-10.362			1.267	132.680	6.874	5.929	162.690	-87.634	75.056	-106.646			1.218	131.375	-0.387	-0.271	89.691	-56.916	32.775	-61.156			1.230	130.298	-0.468	-0.002	96.045	-59.826	36.219	-65.885			1.218	129.598	-1.499	-0.526	53.006	-30.691	22.315	-36.093			1.211	126.854	-0.323	0.024	102.331	-62.634	39.697	-69.300
1.208	174.895	2.633	0.657	45.231	-20.538	24.693	-24.131			2.531	121.506	107.068	73.285	674.091	-279.170	394.921	-604.328			2.092	127.728	80.854	51.904	589.885	-231.819	358.066	-499.842			1.201	169.842	0.248	0.547	19.03	-10.11	8.920	-10.415			1.269	132.655	7.011	5.996	163.875	-88.232	75.643	-107.308			1.218	131.433	-0.407	-0.306	89.677	-56.867	32.810	-61.109			1.231	130.293	-0.475	-0.019	96.011	-59.801	36.21	-65.847			1.219	129.628	-1.531	-0.533	52.816	-30.579	22.236	-35.957			1.210	126.846	-0.403	0.009	102.169	-62.540	39.629	-69.153
1.207	175.655	2.375	0.519	42.461	-19.309	23.152	-22.532			2.531	121.468	107.039	73.508	675.197	-279.509	395.688	-605.219			2.065	127.872	79.488	51.755	581.539	-228.785	352.754	-492.390			1.201	169.844	0.260	0.556	19.164	-10.171	8.993	-10.487			1.269	132.601	7.119	6.144	165.343	-88.888	76.455	-108.290			1.218	131.323	-0.393	-0.248	89.566	-56.848	32.718	-61.080			1.230	130.394	-0.489	-0.074	95.732	-59.625	36.107	-65.639			1.218	129.667	-1.541	-0.559	52.627	-30.458	22.169	-35.828			1.211	126.875	-0.430	-0.015	102.018	-62.438	39.581	-69.030
1.206	176.381	2.118	0.410	39.579	-18.033	21.546	-20.904			2.531	121.454	107.011	73.511	675.094	-279.362	395.732	-605.196			2.027	128.376	77.444	50.809	571.939	-225.671	346.268	-482.156			1.201	169.858	0.267	0.685	19.309	-10.233	9.076	-10.564			1.271	132.580	7.248	6.182	166.816	-89.574	77.242	-109.128			1.218	131.259	-0.468	-0.244	89.128	-56.618	32.510	-60.789			1.230	130.363	-0.652	-0.001	95.086	-59.304	35.782	-65.224			1.218	129.675	-1.560	-0.598	52.516	-30.360	22.156	-35.734			1.211	126.873	-0.495	-0.026	101.752	-62.276	39.476	-68.844
1.206	177.041	1.897	0.322	36.759	-16.794	19.965	-19.334			2.530	121.502	106.949	73.451	675.503	-279.581	395.922	-605.222			1.993	128.770	75.417	50.182	561.347	-221.99	339.357	-471.839			1.201	169.878	0.276	0.707	19.507	-10.319	9.187	-10.668			1.273	132.512	7.403	6.439	168.484	-90.347	78.136	-110.287			1.218	131.279	-0.460	-0.262	89.162	-56.617	32.545	-60.797			1.230	130.384	-0.632	-0.052	95.028	-59.26	35.767	-65.156			1.218	129.645	-1.567	-0.525	52.507	-30.389	22.118	-35.753			1.210	126.890	-0.498	-0.033	101.820	-62.300	39.519	-68.876
1.205	177.550	1.662	0.250	33.985	-15.574	18.411	-17.817			2.529	121.530	106.914	73.267	674.975	-279.528	395.448	-604.487			1.960	129.183	73.408	49.487	551.037	-218.427	332.610	-461.692			1.201	169.897	0.291	0.695	19.741	-10.423	9.318	-10.792			1.274	132.403	7.522	6.592	170.788	-91.426	79.362	-111.621			1.218	131.272	-0.504	-0.210	89.018	-56.552	32.466	-60.699			1.230	130.419	-0.664	-0.088	94.788	-59.119	35.669	-64.969			1.219	129.679	-1.591	-0.524	52.393	-30.315	22.078	-35.663			1.211	126.877	-0.489	0.053	101.674	-62.233	39.441	-68.806
1.204	178.073	1.448	0.194	31.432	-14.457	16.976	-16.424			2.530	121.592	106.879	73.041	676.004	-279.570	396.434	-605.220			1.930	129.589	71.484	48.818	541.467	-215.153	326.314	-452.136			1.201	169.982	0.326	0.524	20.006	-10.547	9.459	-10.950			1.276	132.180	7.675	6.898	173.018	-92.454	80.564	-113.106			1.218	131.327	-0.436	-0.274	89.354	-56.677	32.678	-60.898			1.230	130.475	-0.669	-0.097	94.733	-59.079	35.654	-64.92			1.218	129.652	-1.636	-0.530	52.291	-30.229	22.062	-35.577			1.211	126.886	-0.498	-0.005	101.494	-62.143	39.350	-68.673
1.203	178.480	1.238	0.158	29.071	-13.422	15.649	-15.156			2.530	121.596	106.854	72.992	675.290	-279.509	395.781	-604.420			1.901	129.994	69.601	48.151	532.482	-212.07	320.412	-443.019			1.201	169.793	0.332	0.653	20.307	-10.684	9.622	-11.106			1.277	132.280	7.767	6.774	173.440	-92.645	80.795	-113.263			1.218	131.351	-0.447	-0.263	89.197	-56.593	32.604	-60.801			1.229	130.418	-0.708	-0.092	94.452	-58.94	35.512	-64.735			1.218	129.727	-1.586	-0.535	52.469	-30.322	22.147	-35.691			1.211	126.936	-0.511	-0.061	101.418	-62.078	39.339	-68.600
1.203	178.842	1.046	0.130	26.774	-12.417	14.358	-13.927			2.530	121.615	106.829	72.957	675.463	-279.539	395.925	-604.403			1.875	130.378	67.800	47.506	524.118	-209.171	314.947	-434.615			1.201	169.773	0.365	0.754	20.721	-10.875	9.846	-11.338			1.278	132.241	7.892	6.940	174.540	-93.292	81.248	-113.900			1.218	131.409	-0.460	-0.314	89.185	-56.549	32.636	-60.761			1.230	130.405	-0.763	-0.086	94.31	-58.854	35.456	-64.606			1.219	129.781	-1.609	-0.497	52.458	-30.323	22.134	-35.663			1.211	126.989	-0.526	-0.103	101.337	-62.000	39.337	-68.517
1.202	179.120	0.889	0.108	24.554	-11.443	13.111	-12.764			2.531	121.623	106.796	72.909	675.137	-279.457	395.680	-604.057			1.850	130.738	66.083	46.899	516.154	-206.402	309.752	-426.581			1.201	169.721	0.398	0.757	21.122	-11.062	10.060	-11.558			1.280	132.110	8.088	7.117	176.691	-94.260	82.432	-115.323			1.218	131.437	-0.477	-0.352	89.058	-56.450	32.608	-60.662			1.229	130.429	-0.753	-0.110	94.268	-58.821	35.446	-64.58			1.219	129.719	-1.636	-0.526	52.173	-30.163	22.010	-35.462			1.211	126.824	-0.471	-0.069	101.345	-62.071	39.273	-68.563
1.202	179.313	0.737	0.090	22.432	-10.517	11.916	-11.657			2.531	121.636	106.786	72.873	675.113	-279.451	395.662	-603.943			1.828	131.070	64.453	46.309	508.697	-203.805	304.892	-419.039			1.201	169.657	0.427	0.768	21.518	-11.24	10.278	-11.776			1.282	132.005	8.127	7.229	178.941	-95.301	83.640	-116.554			1.218	131.374	-0.485	-0.301	88.757	-56.338	32.419	-60.495			1.228	130.432	-0.812	-0.128	94.168	-58.739	35.429	-64.463			1.218	129.686	-1.583	-0.530	52.453	-30.297	22.156	-35.701			1.211	126.935	-0.503	-0.097	101.332	-62.020	39.312	-68.533
1.202	179.439	0.606	0.077	20.405	-9.632	10.773	-10.604			2.531	121.641	106.732	72.876	675.959	-279.612	396.347	-604.473			1.808	131.376	62.945	45.758	501.556	-201.327	300.229	-411.876			1.201	169.573	0.463	0.582	22.042	-11.482	10.560	-12.065			1.282	132.024	8.167	7.259	179.341	-95.463	83.878	-116.763			1.218	131.371	-0.506	-0.334	88.642	-56.244	32.398	-60.399			1.230	130.440	-0.759	-0.133	94.141	-58.741	35.4	-64.464			1.218	129.646	-1.625	-0.592	52.278	-30.164	22.113	-35.544			1.211	126.932	-0.507	-0.086	101.293	-61.994	39.300	-68.506
1.201	179.539	0.490	0.063	18.477	-8.789	9.688	-9.610			2.531	121.764	106.701	72.500	674.272	-279.230	395.043	-602.687			1.789	131.656	61.563	45.211	495.033	-199.03	296.003	-405.347			1.201	169.458	0.509	0.614	22.742	-11.799	10.943	-12.439			1.283	131.954	8.400	7.458	181.993	-96.662	85.331	-118.490			1.218	131.349	-0.550	-0.313	88.462	-56.136	32.326	-60.282			1.228	130.430	-0.816	-0.133	93.996	-58.653	35.343	-64.329			1.218	129.629	-1.625	-0.584	52.162	-30.096	22.066	-35.478			1.211	126.925	-0.524	-0.107	101.256	-61.963	39.293	-68.470
1.201	179.614	0.383	0.047	16.650	-7.990	8.660	-8.675			2.531	121.723	106.630	72.628	675.585	-279.417	396.168	-603.776			1.771	131.987	60.147	44.743	489.097	-196.968	292.129	-399.205			1.202	169.272	0.586	0.876	23.684	-12.242	11.442	-12.959			1.285	131.935	8.513	7.689	183.105	-97.177	85.928	-119.318			1.218	131.334	-0.592	-0.307	88.282	-56.031	32.250	-60.151			1.228	130.417	-0.816	-0.098	93.925	-58.639	35.286	-64.287			1.218	129.674	-1.665	-0.584	52.056	-30.020	22.037	-35.386			1.211	126.906	-0.544	-0.114	101.214	-61.928	39.287	-68.414
1.201	179.789	0.302	0.046	15.035	-7.297	7.738	-7.854			2.532	121.781	106.611	72.331	673.860	-278.684	395.177	-602.393			1.750	132.354	58.489	44.053	481.879	-194.449	287.430	-391.722			1.202	169.245	0.694	0.726	24.816	-12.755	12.061	-13.574			1.286	131.884	8.666	7.881	184.347	-97.773	86.574	-120.222			1.218	131.334	-0.629	-0.350	88.104	-55.913	32.191	-60.007			1.228	130.548	-0.928	-0.218	93.433	-58.291	35.142	-63.887			1.218	129.696	-1.686	-0.578	51.965	-29.964	22.000	-35.316			1.211	126.885	-0.567	-0.131	101.148	-61.882	39.267	-68.344
1.201	179.737	0.242	0.033	13.830	-6.762	7.068	-7.252			2.532	121.761	106.579	72.441	674.419	-278.903	395.516	-602.752			1.730	132.674	56.953	43.468	474.963	-192.015	282.947	-384.747			1.202	169.119	0.809	0.871	26.018	-13.307	12.711	-14.237			1.287	131.800	8.767	8.136	186.261	-98.629	87.632	-121.480			1.218	131.338	-0.644	-0.374	87.964	-55.822	32.141	-59.905			1.228	130.520	-0.908	-0.177	93.444	-58.322	35.122	-63.898			1.218	129.667	-1.704	-0.580	51.895	-29.910	21.985	-35.258			1.211	126.813	-0.606	-0.089	101.071	-61.843	39.228	-68.276
1.200	179.774	0.207	0.032	12.923	-6.367	6.556	-6.789			2.532	121.797	106.555	72.371	674.664	-278.943	395.720	-602.774			1.712	132.993	55.521	42.842	468.184	-189.679	278.506	-377.856			1.202	168.995	0.910	0.935	27.182	-13.837	13.346	-14.884			1.290	131.702	8.938	8.298	188.727	-99.760	88.967	-123.012			1.218	131.335	-0.654	-0.379	87.756	-55.707	32.050	-59.773			1.228	130.542	-0.926	-0.202	93.27	-58.223	35.047	-63.763			1.218	129.686	-1.727	-0.591	51.792	-29.836	21.956	-35.174			1.211	126.956	-0.543	-0.186	101.338	-61.930	39.408	-68.422
1.200	179.813	0.180	0.026	12.257	-6.074	6.183	-6.453			2.532	121.825	106.491	72.215	674.006	-278.489	395.516	-602.279			1.695	133.350	54.178	42.055	462.247	-187.613	274.635	-371.491			1.203	168.860	1.006	0.944	28.312	-14.35	13.962	-15.509			1.292	131.725	9.176	8.384	191.230	-100.875	90.355	-124.576			1.218	131.366	-0.630	-0.405	87.551	-55.591	31.960	-59.659			1.228	130.570	-0.940	-0.232	93.092	-58.111	34.981	-63.621			1.218	129.713	-1.725	-0.595	51.764	-29.800	21.964	-35.154			1.211	126.916	-0.520	-0.148	101.305	-61.944	39.361	-68.429
