CO_{2}	CO_{2}	CO_{2} - BH3	CO_{2} - BH3	CO_{2} - BH3						BH_{3}	BH_{3}	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - Add-CO2	BH_{3} - Add-CO2	BH_{3} - Add-CO2			AlH_{3}	AlH_{3}	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2			NMe_{3}	NMe_{3}	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2			PMe_{3}	PMe_{3}	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2			NCB	NCB	NCB - BH3	NCB - BH3	NCB - BH3	NCB - Add-CO2	NCB - Add-CO2	NCB - Add-CO2			NCAl	NCAl	NCAl - BH3	NCAl - BH3	NCAl - BH3	NCAl - Add-CO2	NCAl - Add-CO2	NCAl - Add-CO2			PCB	PCB	PCB - BH3	PCB - BH3	PCB - BH3	PCB - Add-CO2	PCB - Add-CO2	PCB - Add-CO2			PCAl	PCAl	PCAl - BH3	PCAl - BH3	PCAl - BH3	PCAl - Add-CO2	PCAl - Add-CO2	PCAl - Add-CO2
BH distance	OCO angle	Strain	Interaction	Total Energy						BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy
																																																		2.320	115.582	159.509	-177.058	-17.549	40.682	-58.179	-17.573			2.286	114.366	155.747	-170.961	-15.213	46.385	-61.639	-15.253													2.303	117.510	153.108	-170.919	-17.810	58.930	-76.891	-17.961
																																																		2.321	115.539	159.842	-177.349	-17.507	40.628	-58.127	-17.576			2.288	114.300	155.729	-170.987	-15.258	46.743	-62.060	-15.317													2.303	117.591	153.072	-170.896	-17.824	58.628	-76.603	-17.975
																																																		2.323	115.706	159.374	-177.026	-17.652	40.592	-58.180	-17.664			2.291	114.251	155.817	-171.196	-15.379	46.448	-61.900	-15.452													2.305	117.650	153.227	-171.132	-17.905	58.521	-76.584	-18.063
																																																		2.324	115.608	159.346	-177.014	-17.668	40.850	-58.486	-17.712			2.293	114.127	156.372	-171.854	-15.481	46.728	-62.270	-15.543													2.306	117.474	153.199	-171.131	-17.932	58.492	-76.605	-18.114
																																																		2.326	115.653	159.254	-177.121	-17.867	40.463	-58.269	-17.882			2.296	114.087	156.301	-171.898	-15.596	46.664	-62.298	-15.634													2.308	117.430	153.629	-171.701	-18.072	58.396	-76.632	-18.237
																																																		2.327	115.421	159.937	-177.908	-17.971	40.926	-58.820	-17.970			2.297	114.122	156.510	-172.264	-15.754	46.297	-62.107	-15.810													2.308	117.365	153.817	-171.893	-18.076	58.455	-76.692	-18.236
																																																		2.328	115.435	159.722	-177.797	-18.074	40.390	-58.404	-18.090			2.299	114.078	156.465	-172.407	-15.942	46.243	-62.251	-16.008													2.311	117.363	154.051	-172.194	-18.144	58.518	-76.797	-18.279
																																																		2.331	115.357	159.750	-177.944	-18.194	40.170	-58.308	-18.215			2.300	114.192	156.165	-172.164	-16.000	46.335	-62.416	-16.080													2.311	117.357	154.102	-172.324	-18.223	58.392	-76.755	-18.363
																																																		2.333	115.368	159.854	-178.226	-18.372	39.971	-58.292	-18.397			2.301	114.050	156.698	-172.756	-16.058	46.334	-62.368	-16.034													2.312	117.466	154.167	-172.468	-18.301	58.183	-76.621	-18.438
																																																		2.335	115.376	159.976	-178.523	-18.547	39.767	-58.257	-18.566			2.304	113.995	157.104	-173.249	-16.145	46.276	-62.384	-16.108													2.313	117.470	154.140	-172.598	-18.458	57.799	-76.397	-18.597
																																																		2.337	115.359	160.205	-178.921	-18.716	39.643	-58.311	-18.744			2.305	114.023	157.160	-173.416	-16.256	46.111	-62.337	-16.226													2.315	117.453	154.166	-172.789	-18.622	57.821	-76.595	-18.774
																																																		2.336	115.313	160.046	-178.835	-18.789	39.754	-58.488	-18.810			2.306	113.948	157.287	-173.618	-16.331	45.950	-62.267	-16.316													2.316	117.471	154.391	-173.153	-18.762	57.657	-76.571	-18.915
																																																		2.339	115.259	160.341	-179.181	-18.840	39.854	-58.616	-18.839			2.309	114.083	157.178	-173.611	-16.433	45.607	-62.025	-16.418													2.318	117.511	154.641	-173.519	-18.878	57.654	-76.701	-19.047
																																																		2.340	115.262	160.211	-179.140	-18.929	39.957	-58.826	-18.945			2.310	114.116	157.395	-173.920	-16.525	45.817	-62.320	-16.503													2.320	117.608	154.690	-173.699	-19.009	57.162	-76.319	-19.157
																																																		2.343	115.381	160.385	-179.323	-18.938	39.673	-58.557	-18.960			2.311	114.150	157.506	-174.112	-16.607	45.566	-62.131	-16.566													2.321	117.637	154.531	-173.603	-19.072	56.989	-76.189	-19.200
																																																		2.345	115.406	160.490	-179.545	-19.056	39.676	-58.659	-19.059			2.312	114.071	157.826	-174.492	-16.665	45.687	-62.317	-16.630													2.321	117.772	154.437	-173.498	-19.061	56.836	-76.045	-19.209
																																																		2.345	115.383	160.250	-179.304	-19.054	39.327	-58.337	-19.086			2.312	114.024	157.932	-174.643	-16.711	45.724	-62.404	-16.680													2.322	117.783	154.639	-173.809	-19.169	56.897	-76.197	-19.300
																																																		2.343	115.527	159.598	-178.725	-19.127	39.151	-58.240	-19.165			2.313	113.852	158.761	-175.503	-16.742	45.968	-62.679	-16.711													2.324	117.842	155.011	-174.335	-19.324	57.095	-76.524	-19.429
																																																		2.344	115.607	159.917	-179.100	-19.183	38.641	-57.775	-19.209			2.315	113.922	158.654	-175.480	-16.827	45.595	-62.400	-16.805													2.325	117.816	154.740	-174.211	-19.471	56.850	-76.386	-19.536
																																																		2.344	115.456	159.837	-179.050	-19.213	39.130	-58.309	-19.254			2.317	113.853	158.647	-175.632	-16.985	45.712	-62.641	-16.929													2.327	117.825	154.890	-174.474	-19.584	56.599	-76.269	-19.670
																																																		2.347	115.509	160.054	-179.417	-19.363	38.812	-58.167	-19.431			2.320	113.844	158.843	-175.991	-17.148	45.562	-62.673	-17.112													2.327	117.764	155.055	-174.693	-19.638	56.709	-76.435	-19.726
																																																		2.349	115.417	160.431	-179.914	-19.484	38.680	-58.151	-19.547			2.321	113.917	158.839	-176.115	-17.275	45.110	-62.325	-17.214													2.328	117.760	155.219	-175.014	-19.795	56.622	-76.447	-19.825
																																																		2.352	115.514	160.773	-180.467	-19.694	38.572	-58.226	-19.731			2.323	113.848	159.060	-176.412	-17.352	45.348	-62.656	-17.308													2.329	117.748	155.367	-175.280	-19.913	56.670	-76.613	-19.943
																																																		2.354	115.468	161.023	-180.905	-19.882	38.431	-58.278	-19.923			2.326	113.787	159.056	-176.533	-17.477	45.290	-62.717	-17.427													2.330	117.730	155.692	-175.830	-20.138	56.322	-76.479	-20.156
																																																		2.355	115.391	161.367	-181.402	-20.035	38.423	-58.382	-20.035			2.327	113.769	159.163	-176.698	-17.535	45.057	-62.529	-17.472													2.332	117.697	155.517	-175.747	-20.231	56.221	-76.449	-20.228
																																																		2.358	115.459	161.431	-181.641	-20.210	38.285	-58.392	-20.184			2.329	113.802	159.235	-176.831	-17.597	44.761	-62.357	-17.596													2.332	117.736	155.651	-175.884	-20.233	56.028	-76.282	-20.254
																																																		2.360	115.430	161.842	-182.138	-20.296	37.937	-58.189	-20.329			2.330	113.874	159.262	-177.002	-17.740	44.814	-62.539	-17.726													2.334	117.746	155.878	-176.260	-20.381	56.025	-76.436	-20.410
																																																		2.361	115.388	162.083	-182.441	-20.358	37.838	-58.198	-20.436			2.332	113.928	159.529	-177.300	-17.771	44.540	-62.308	-17.768													2.334	117.735	155.935	-176.391	-20.456	55.912	-76.406	-20.494
																																																		2.363	115.333	161.938	-182.417	-20.480	37.630	-58.084	-20.530			2.334	113.944	159.747	-177.605	-17.859	44.443	-62.275	-17.831													2.335	117.668	156.090	-176.611	-20.521	55.550	-76.118	-20.568
																																																		2.363	115.310	162.409	-182.931	-20.522	37.576	-58.058	-20.558			2.335	113.946	159.643	-177.684	-18.041	44.311	-62.346	-18.036													2.336	117.686	156.194	-176.768	-20.574	55.464	-76.087	-20.623
																																																		2.365	115.348	162.799	-183.384	-20.586	37.589	-58.157	-20.644			2.337	113.931	159.786	-177.979	-18.192	44.148	-62.327	-18.179													2.337	117.639	156.213	-176.931	-20.718	55.437	-76.162	-20.725
																																																		2.366	115.232	163.083	-183.749	-20.665	37.452	-58.113	-20.737			2.339	113.868	160.079	-178.402	-18.324	44.121	-62.413	-18.292													2.339	117.601	156.605	-177.429	-20.823	55.476	-76.322	-20.847
																																																		2.368	115.358	163.011	-183.759	-20.748	37.242	-57.988	-20.821			2.340	113.697	160.162	-178.482	-18.320	44.677	-62.999	-18.322													2.341	117.621	156.651	-177.556	-20.906	55.390	-76.343	-20.953
																																																		2.369	115.556	162.428	-183.179	-20.750	36.541	-57.302	-20.837			2.340	113.608	160.146	-178.559	-18.413	44.741	-63.104	-18.363													2.343	117.576	156.843	-177.901	-21.058	55.178	-76.309	-21.131
																																																		2.370	115.446	162.645	-183.522	-20.876	36.718	-57.590	-20.948			2.342	113.707	160.347	-178.818	-18.471	44.518	-62.951	-18.433													2.346	117.675	157.009	-178.245	-21.235	54.990	-76.292	-21.302
																																																		2.372	115.478	162.768	-183.756	-20.988	36.425	-57.379	-21.030			2.342	113.467	160.799	-179.345	-18.546	44.296	-62.798	-18.502													2.346	117.575	157.324	-178.614	-21.290	55.058	-76.414	-21.356
																																																		2.372	115.432	162.765	-183.930	-21.164	36.234	-57.327	-21.169			2.344	113.517	160.969	-179.550	-18.581	44.298	-62.867	-18.569													2.348	117.623	157.460	-178.809	-21.350	54.963	-76.386	-21.422
																																																		2.374	115.473	162.565	-183.799	-21.234	36.187	-57.405	-21.294			2.344	113.358	161.100	-179.841	-18.741	44.253	-62.975	-18.722													2.350	117.587	157.504	-178.961	-21.456	55.064	-76.587	-21.523
																																																		2.375	115.342	163.270	-184.594	-21.324	36.213	-57.510	-21.374			2.345	113.460	161.226	-180.078	-18.852	44.101	-62.949	-18.849													2.352	117.531	157.774	-179.299	-21.525	55.182	-76.770	-21.588
																																																		2.376	115.156	163.488	-184.870	-21.382	36.280	-57.574	-21.370			2.347	113.479	161.093	-180.114	-19.021	43.864	-62.847	-18.983													2.352	117.570	157.770	-179.309	-21.540	55.239	-76.878	-21.639
																																																		2.378	115.087	163.462	-184.945	-21.483	36.365	-57.783	-21.494			2.349	113.478	161.322	-180.545	-19.223	43.857	-63.015	-19.158													2.354	117.440	157.737	-179.323	-21.586	55.182	-76.906	-21.723
																																																		2.381	115.080	163.740	-185.360	-21.620	36.365	-57.923	-21.635			2.350	113.503	161.316	-180.696	-19.380	43.646	-62.965	-19.318													2.355	117.412	157.933	-179.618	-21.686	54.994	-76.806	-21.813
																																																		2.382	115.046	163.924	-185.692	-21.768	36.036	-57.766	-21.806			2.353	113.517	161.530	-181.021	-19.491	43.582	-63.021	-19.439													2.356	117.423	157.973	-179.752	-21.780	54.685	-76.603	-21.918
																																																		2.384	115.091	163.970	-185.804	-21.834	35.961	-57.755	-21.870			2.353	113.534	161.613	-181.215	-19.602	43.401	-62.952	-19.551													2.357	117.339	157.984	-179.756	-21.772	55.113	-77.016	-21.904
																																																		2.384	115.115	164.213	-186.116	-21.903	35.998	-57.863	-21.941			2.355	113.475	161.753	-181.499	-19.746	43.344	-63.020	-19.675													2.358	117.441	157.916	-179.771	-21.855	54.877	-76.858	-21.981
																																																		2.386	115.044	164.334	-186.379	-22.045	35.884	-57.900	-22.093			2.356	113.503	161.720	-181.600	-19.880	43.231	-63.067	-19.836													2.359	117.423	157.996	-179.956	-21.960	54.813	-76.903	-22.090
																																																		2.388	114.964	164.308	-186.519	-22.211	35.878	-58.049	-22.247			2.358	113.533	161.875	-181.783	-19.908	43.416	-63.282	-19.866													2.361	117.367	158.340	-180.414	-22.073	55.295	-77.463	-22.167
																																																		2.390	115.001	164.377	-186.689	-22.312	35.743	-58.013	-22.345			2.359	113.436	162.138	-182.142	-20.004	43.192	-63.153	-19.961													2.362	117.458	158.078	-180.254	-22.176	54.810	-77.064	-22.254
																																																		2.391	114.977	164.506	-186.880	-22.374	35.535	-57.879	-22.420			2.360	113.443	162.193	-182.233	-20.039	43.222	-63.202	-19.981													2.364	117.453	158.126	-180.458	-22.333	54.611	-77.016	-22.405
																																																		2.391	114.973	164.400	-186.910	-22.509	35.304	-57.780	-22.552			2.360	113.386	162.358	-182.563	-20.205	43.245	-63.389	-20.144													2.366	117.427	158.586	-181.053	-22.468	54.472	-77.015	-22.543
																																																		2.392	115.029	164.332	-186.950	-22.618	35.373	-58.005	-22.708			2.362	113.394	162.472	-182.856	-20.384	43.022	-63.319	-20.297													2.366	117.346	158.596	-181.118	-22.522	54.652	-77.232	-22.581
																																																		2.394	115.085	164.506	-187.266	-22.760	35.249	-58.003	-22.830			2.363	113.442	162.688	-183.044	-20.356	42.830	-63.102	-20.272													2.367	117.265	158.505	-181.116	-22.610	54.891	-77.512	-22.621
																																																		2.394	114.928	164.567	-187.365	-22.797	35.398	-58.158	-22.836			2.364	113.391	162.948	-183.336	-20.388	42.780	-63.165	-20.385													2.369	117.245	158.634	-181.378	-22.743	54.736	-77.425	-22.689
																																																		2.395	114.853	164.990	-187.846	-22.857	35.648	-58.452	-22.880			2.366	113.376	163.145	-183.612	-20.467	42.837	-63.290	-20.453													2.370	117.199	158.616	-181.477	-22.862	54.700	-77.518	-22.818
																																																		2.398	114.939	165.024	-188.033	-23.009	35.244	-58.204	-23.036			2.368	113.341	163.146	-183.694	-20.548	42.832	-63.363	-20.531													2.371	117.164	158.667	-181.636	-22.969	54.373	-77.389	-23.016
																																																		2.398	114.910	164.881	-187.954	-23.073	35.343	-58.370	-23.102			2.370	113.316	163.193	-183.903	-20.710	42.773	-63.432	-20.659													2.373	117.130	158.732	-181.829	-23.097	54.431	-77.542	-23.112
																																																		2.399	115.023	164.494	-187.630	-23.136	35.265	-58.371	-23.182			2.372	113.412	163.401	-184.141	-20.741	42.510	-63.222	-20.711													2.374	117.088	158.905	-182.094	-23.189	54.344	-77.497	-23.152
																																																		2.402	115.033	164.755	-188.016	-23.261	35.018	-58.239	-23.297			2.373	113.318	163.461	-184.360	-20.900	42.354	-63.194	-20.840													2.374	117.051	158.896	-182.128	-23.232	54.429	-77.631	-23.203
																																																		2.404	114.998	165.040	-188.425	-23.385	34.818	-58.177	-23.435			2.375	113.247	163.566	-184.545	-20.979	42.321	-63.260	-20.939													2.374	117.021	159.058	-182.310	-23.251	54.538	-77.798	-23.260
																																																		2.405	115.004	165.355	-188.861	-23.506	34.726	-58.199	-23.549			2.375	113.164	163.589	-184.653	-21.064	42.253	-63.270	-21.016													2.375	116.999	159.169	-182.511	-23.341	54.201	-77.546	-23.346
																																																		2.407	115.048	165.357	-188.938	-23.581	34.456	-58.055	-23.674			2.377	113.217	163.967	-185.186	-21.219	41.992	-63.160	-21.167													2.375	117.010	158.942	-182.377	-23.435	53.855	-77.336	-23.481
																																																		2.408	114.905	165.911	-189.569	-23.659	34.741	-58.366	-23.701			2.378	113.187	164.044	-185.326	-21.282	41.967	-63.216	-21.249													2.377	117.062	159.365	-182.873	-23.507	53.949	-77.509	-23.560
																																																		2.410	114.938	166.102	-189.840	-23.738	34.669	-58.401	-23.808			2.380	113.176	164.427	-185.784	-21.357	42.020	-63.315	-21.296													2.378	117.024	159.519	-183.099	-23.580	53.846	-77.476	-23.630
																																																		2.411	114.871	166.258	-190.034	-23.776	34.471	-58.226	-23.830			2.379	113.218	164.459	-185.940	-21.482	41.883	-63.311	-21.428													2.380	117.029	159.684	-183.414	-23.730	53.577	-77.315	-23.739
																																																		2.412	115.030	166.263	-190.109	-23.846	34.453	-58.311	-23.934			2.379	113.146	164.079	-185.616	-21.537	41.826	-63.301	-21.476													2.381	117.046	159.487	-183.321	-23.834	53.546	-77.381	-23.835
																																																		2.415	115.064	166.385	-190.356	-23.971	34.295	-58.278	-24.058			2.380	113.160	164.218	-185.859	-21.641	41.644	-63.230	-21.586													2.382	117.001	159.762	-183.704	-23.942	53.434	-77.359	-23.924
																																																		2.416	114.974	166.467	-190.501	-24.033	34.524	-58.585	-24.137			2.381	113.160	164.203	-185.903	-21.700	41.367	-63.037	-21.670													2.383	116.966	159.539	-183.556	-24.017	53.581	-77.614	-24.033
																																																		2.418	114.971	166.788	-190.955	-24.168	34.122	-58.318	-24.272			2.380	113.026	164.663	-186.440	-21.777	41.442	-63.196	-21.754													2.385	117.009	159.679	-183.781	-24.102	53.394	-77.488	-24.094
																																																		2.419	115.062	166.862	-191.051	-24.189	34.166	-58.406	-24.316			2.382	113.051	164.857	-186.723	-21.866	41.484	-63.328	-21.844													2.386	116.989	159.790	-183.992	-24.202	53.219	-77.408	-24.189
																																																		2.420	115.133	166.535	-190.785	-24.250	33.896	-58.179	-24.359			2.384	113.074	165.059	-187.009	-21.949	41.356	-63.218	-21.861													2.387	116.989	159.925	-184.235	-24.310	53.195	-77.509	-24.315
																																																		2.421	115.222	166.673	-190.941	-24.268	34.090	-58.379	-24.364			2.385	113.137	164.818	-186.794	-21.977	41.292	-63.252	-21.961													2.388	116.972	160.129	-184.539	-24.410	53.185	-77.595	-24.410
																																																		2.422	115.261	166.696	-191.077	-24.381	33.782	-58.201	-24.495			2.387	113.215	164.936	-187.032	-22.097	41.155	-63.164	-22.009													2.389	116.936	160.251	-184.715	-24.464	53.226	-77.690	-24.464
																																																		2.424	115.268	166.878	-191.348	-24.470	33.650	-58.147	-24.573			2.386	113.334	164.804	-186.958	-22.154	40.927	-63.098	-22.171													2.390	116.939	160.368	-184.871	-24.503	53.367	-77.848	-24.480
																																																		2.426	115.155	166.961	-191.500	-24.539	33.487	-58.049	-24.638			2.388	113.211	164.629	-186.810	-22.181	41.140	-63.341	-22.201													2.392	116.935	160.594	-185.170	-24.576	53.024	-77.585	-24.561
																																																		2.427	115.106	167.074	-191.700	-24.627	33.352	-58.007	-24.731			2.389	113.148	164.797	-187.086	-22.289	41.310	-63.494	-22.185													2.393	116.859	160.777	-185.432	-24.655	53.064	-77.691	-24.626
																																																		2.427	115.080	166.893	-191.549	-24.656	33.065	-57.772	-24.784			2.390	113.193	164.960	-187.287	-22.327	41.143	-63.379	-22.235													2.396	116.897	160.896	-185.620	-24.724	53.091	-77.815	-24.725
																																																		2.429	115.062	167.131	-191.906	-24.775	32.950	-57.796	-24.922			2.392	113.187	164.983	-187.404	-22.421	40.864	-63.216	-22.352													2.398	116.855	160.983	-185.789	-24.806	53.067	-77.869	-24.803
																																																		2.432	115.033	167.451	-192.357	-24.906	32.839	-57.806	-25.043			2.393	113.201	164.981	-187.509	-22.528	40.691	-63.196	-22.505													2.400	116.835	161.143	-186.104	-24.960	53.080	-77.979	-24.899
																																																		2.432	115.082	167.238	-192.219	-24.981	32.820	-57.859	-25.114			2.392	113.357	164.933	-187.437	-22.504	40.451	-62.934	-22.483													2.401	116.834	161.257	-186.298	-25.041	52.909	-77.872	-24.962
																																																		2.433	115.038	167.471	-192.583	-25.112	32.751	-57.913	-25.238			2.393	113.156	165.227	-187.786	-22.559	40.960	-63.403	-22.443													2.403	116.839	161.313	-186.438	-25.125	53.037	-78.072	-25.035
																																																		2.432	115.032	167.527	-192.590	-25.063	32.945	-58.084	-25.215			2.395	113.282	165.172	-187.836	-22.664	40.606	-63.143	-22.537													2.405	116.733	161.500	-186.687	-25.187	52.750	-77.849	-25.099
																																																		2.435	115.040	167.482	-192.669	-25.187	32.744	-57.958	-25.290			2.396	113.120	165.261	-187.969	-22.707	40.646	-63.283	-22.637													2.406	116.753	161.612	-186.823	-25.211	52.755	-77.910	-25.155
																																																		2.436	115.133	167.346	-192.473	-25.128	32.537	-57.749	-25.287			2.398	113.141	165.401	-188.174	-22.773	40.445	-63.129	-22.684													2.408	116.741	161.668	-186.976	-25.308	52.589	-77.843	-25.254
																																																		2.438	115.070	167.727	-192.912	-25.185	32.514	-57.765	-25.327			2.399	113.162	165.594	-188.411	-22.817	40.515	-63.255	-22.740													2.410	116.687	161.828	-187.200	-25.373	52.750	-78.075	-25.325
																																																		2.439	115.111	167.725	-193.104	-25.379	32.288	-57.691	-25.479			2.401	113.077	165.823	-188.731	-22.908	40.568	-63.388	-22.820													2.411	116.610	162.078	-187.545	-25.468	52.596	-78.016	-25.420
																																																		2.440	115.068	167.972	-193.377	-25.404	32.063	-57.530	-25.543			2.403	113.052	166.135	-189.189	-23.054	40.404	-63.377	-22.973													2.414	116.574	162.108	-187.685	-25.577	52.493	-78.028	-25.535
																																																		2.442	115.128	168.283	-193.767	-25.484	32.294	-57.821	-25.603			2.405	112.989	166.234	-189.400	-23.166	40.252	-63.328	-23.076													2.413	116.454	162.139	-187.818	-25.679	52.663	-78.258	-25.596
																																																		2.444	115.139	168.546	-194.128	-25.582	32.145	-57.834	-25.764			2.406	112.883	166.457	-189.692	-23.235	40.220	-63.348	-23.129													2.416	116.481	162.306	-187.985	-25.679	52.244	-77.895	-25.651
																																																		2.445	115.137	168.694	-194.429	-25.735	32.007	-57.851	-25.920			2.409	112.866	166.398	-189.739	-23.341	40.017	-63.268	-23.251													2.417	116.439	162.315	-188.012	-25.698	52.385	-78.069	-25.683
																																																		2.447	115.130	168.844	-194.720	-25.876	31.874	-57.839	-26.041			2.410	112.920	166.414	-189.872	-23.458	39.861	-63.222	-23.360													2.418	116.450	162.402	-188.241	-25.840	52.612	-78.333	-25.721
																																																		2.449	115.146	169.163	-195.038	-25.875	32.009	-57.943	-26.010			2.412	112.944	166.484	-190.087	-23.603	39.781	-63.298	-23.516													2.421	116.465	162.552	-188.473	-25.921	52.477	-78.254	-25.778
																																																		2.447	115.123	169.343	-195.277	-25.934	31.915	-57.921	-26.082			2.414	112.916	166.642	-190.397	-23.755	39.695	-63.423	-23.727													2.423	116.400	162.693	-188.712	-26.020	52.451	-78.324	-25.873
																																																		2.449	115.043	169.782	-195.796	-26.015	31.949	-58.092	-26.219			2.416	112.910	166.874	-190.757	-23.883	39.580	-63.366	-23.785													2.424	116.398	162.771	-188.860	-26.089	52.254	-78.186	-25.932
																																																		2.450	115.067	169.799	-195.907	-26.108	31.891	-58.073	-26.258			2.416	112.905	167.048	-190.949	-23.901	39.358	-63.159	-23.801													2.425	116.459	162.729	-188.779	-26.050	52.119	-78.093	-25.974
																																																		2.453	115.103	170.050	-196.284	-26.234	31.707	-57.970	-26.339			2.418	112.992	166.953	-190.969	-24.016	39.130	-63.043	-23.914													2.426	116.456	162.832	-188.964	-26.132	52.029	-78.097	-26.069
																																																		2.455	115.046	170.110	-196.424	-26.314	31.704	-58.068	-26.440			2.418	112.993	167.406	-191.543	-24.136	39.043	-63.139	-24.095													2.428	116.420	162.905	-189.098	-26.193	51.935	-78.073	-26.138
																																																		2.456	115.113	170.449	-196.769	-26.320	31.464	-57.872	-26.484			2.419	112.894	167.498	-191.665	-24.167	38.901	-63.017	-24.116													2.427	116.416	162.776	-189.054	-26.277	51.991	-78.132	-26.142
																																																		2.455	115.043	170.575	-196.931	-26.356	31.669	-58.087	-26.494			2.419	112.971	167.106	-191.374	-24.268	39.011	-63.236	-24.225													2.430	116.450	162.971	-189.198	-26.227	51.827	-78.026	-26.198
																																																		2.458	115.105	170.368	-196.812	-26.443	31.484	-57.996	-26.588			2.422	112.916	167.895	-192.186	-24.291	38.927	-63.171	-24.244													2.430	116.342	163.149	-189.440	-26.291	51.638	-77.889	-26.251
																																																		2.460	115.129	169.974	-196.455	-26.481	31.145	-57.671	-26.603			2.423	112.936	168.005	-192.375	-24.370	38.877	-63.205	-24.328													2.432	116.357	163.182	-189.665	-26.483	51.657	-78.053	-26.396
																																																		2.462	115.099	170.237	-196.795	-26.558	31.345	-57.950	-26.681			2.425	112.914	168.162	-192.666	-24.504	38.756	-63.185	-24.430													2.433	116.246	163.122	-189.672	-26.549	51.474	-77.955	-26.482
																																																		2.464	115.092	170.197	-196.831	-26.634	31.250	-57.900	-26.727			2.425	112.980	167.952	-192.496	-24.544	38.986	-63.446	-24.460													2.434	116.222	163.156	-189.769	-26.613	51.331	-77.895	-26.564
																																																		2.463	115.071	170.562	-197.204	-26.642	31.298	-57.978	-26.755			2.428	112.835	167.953	-192.528	-24.575	38.827	-63.284	-24.457													2.436	116.177	163.199	-189.886	-26.687	51.437	-77.978	-26.540
																																																		2.464	115.057	170.802	-197.509	-26.707	31.183	-57.939	-26.832			2.429	113.023	168.005	-192.647	-24.642	38.495	-63.020	-24.525													2.437	116.082	163.374	-189.997	-26.623	51.429	-77.981	-26.552
																																																		2.466	115.059	170.774	-197.564	-26.791	31.128	-57.978	-26.926			2.429	112.960	168.367	-193.077	-24.710	38.602	-63.205	-24.603													2.439	116.067	163.404	-190.121	-26.717	51.619	-78.225	-26.606
																																																		2.467	115.077	170.838	-197.714	-26.876	31.051	-57.940	-26.965			2.431	112.920	168.226	-192.987	-24.762	38.526	-63.170	-24.644													2.440	116.001	163.412	-190.133	-26.721	51.468	-78.116	-26.648
																																																		2.468	115.069	170.792	-197.746	-26.954	30.920	-57.901	-27.056			2.432	112.952	168.417	-193.230	-24.813	38.184	-62.958	-24.774													2.441	116.036	163.522	-190.364	-26.841	51.659	-78.348	-26.688
																																																		2.470	115.058	170.777	-197.816	-27.039	30.830	-57.883	-27.129			2.434	112.923	168.431	-193.367	-24.936	38.252	-63.145	-24.893													2.442	116.002	163.677	-190.611	-26.934	51.624	-78.394	-26.770
																																																		2.471	115.084	170.837	-197.923	-27.086	30.773	-57.881	-27.184			2.435	112.950	168.424	-193.426	-25.002	38.283	-63.251	-24.968													2.443	115.976	163.680	-190.725	-27.045	51.451	-78.302	-26.852
																																																		2.470	114.946	171.080	-198.221	-27.141	30.710	-57.833	-27.199			2.435	112.919	168.616	-193.637	-25.021	38.162	-63.141	-24.979													2.445	116.026	163.628	-190.627	-26.999	51.217	-78.089	-26.871
																																																		2.472	114.913	171.104	-198.283	-27.180	30.657	-57.833	-27.252			2.436	112.804	168.857	-193.965	-25.109	38.150	-63.209	-25.059													2.445	116.025	163.676	-190.779	-27.102	51.647	-78.558	-26.912
																																																		2.473	114.799	171.561	-198.753	-27.192	30.401	-57.583	-27.258			2.436	112.821	169.049	-194.216	-25.167	38.196	-63.338	-25.142													2.446	116.003	163.680	-190.790	-27.110	51.642	-78.559	-26.917
																																																		2.475	114.896	171.759	-199.019	-27.259	30.163	-57.433	-27.346			2.438	112.871	168.873	-194.107	-25.234	37.928	-63.150	-25.222													2.448	116.014	163.643	-190.711	-27.068	51.519	-78.455	-26.936
																																																		2.477	114.965	171.635	-199.035	-27.400	30.141	-57.473	-27.409			2.439	112.943	168.885	-194.222	-25.337	37.725	-63.053	-25.328													2.447	115.917	163.506	-190.677	-27.171	51.679	-78.640	-26.961
																																																		2.478	115.069	171.427	-198.889	-27.463	30.085	-57.477	-27.468			2.441	112.926	168.650	-194.002	-25.352	37.876	-63.208	-25.331													2.449	115.875	163.555	-190.785	-27.230	51.497	-78.500	-27.002
