CO_{2}	CO_{2}	CO_{2} - BH3	CO_{2} - BH3	CO_{2} - BH3						BH_{3}	BH_{3}	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - BH3	BH_{3} - Add-CO2	BH_{3} - Add-CO2	BH_{3} - Add-CO2			AlH_{3}	AlH_{3}	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - BH3	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2	AlH_{3} - Add-CO2			NMe_{3}	NMe_{3}	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - BH3	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2	NMe_{3} - Add-CO2			PMe_{3}	PMe_{3}	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - BH3	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2	PMe_{3} - Add-CO2			NCB	NCB	NCB - BH3	NCB - BH3	NCB - BH3	NCB - Add-CO2	NCB - Add-CO2	NCB - Add-CO2			NCAl	NCAl	NCAl - BH3	NCAl - BH3	NCAl - BH3	NCAl - Add-CO2	NCAl - Add-CO2	NCAl - Add-CO2			PCB	PCB	PCB - BH3	PCB - BH3	PCB - BH3	PCB - Add-CO2	PCB - Add-CO2	PCB - Add-CO2			PCAl	PCAl	PCAl - BH3	PCAl - BH3	PCAl - BH3	PCAl - Add-CO2	PCAl - Add-CO2	PCAl - Add-CO2
BH distance	OCO angle	Strain	Interaction	Total Energy						BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy			BH distance	OCO angle	Strain	Interaction	Total Energy	Strain	Interaction	Total Energy
1.505	139.003	71.566	-62.305	9.260						2.542	120.843	183.793	-214.240	-30.448						2.425	124.799	154.608	-174.055	-19.448						1.200	170.011	1.715	-5.497	-3.782	5.581	-8.915	-3.335			1.246	134.342	39.235	-31.584	7.651	54.977	-47.255	7.722			1.217	131.274	15.284	-32.442	-17.158	73.904	-91.172	-17.344			1.232	130.085	16.668	-33.712	-17.044	75.427	-92.476	-17.049			1.219	129.229	8.858	-18.754	-9.896	81.357	-91.279	-9.922			1.211	126.801	16.802	-33.123	-16.322	88.625	-105.093	-16.468
1.475	139.988	66.929	-57.431	9.498						2.541	120.852	183.747	-214.170	-30.423						2.423	124.868	154.306	-173.572	-19.267						1.200	170.011	1.647	-5.486	-3.839	5.428	-8.905	-3.477			1.246	134.285	39.500	-31.766	7.735	55.183	-47.389	7.794			1.217	131.302	15.239	-32.395	-17.156	73.838	-91.093	-17.331			1.232	130.071	16.669	-33.684	-17.015	75.446	-92.487	-17.041			1.219	129.312	8.839	-18.719	-9.880	81.103	-90.991	-9.888			1.210	126.830	16.787	-33.091	-16.304	88.600	-105.055	-16.456
1.448	141.063	62.208	-52.465	9.743						2.541	120.873	183.702	-214.110	-30.408						2.420	124.951	153.987	-173.063	-19.076						1.200	170.062	1.725	-5.484	-3.760	5.566	-8.888	-3.322			1.247	134.244	39.889	-31.952	7.937	55.276	-47.341	7.934			1.217	131.316	15.203	-32.331	-17.128	73.777	-91.022	-17.321			1.232	130.060	16.640	-33.641	-17.001	75.434	-92.462	-17.027			1.219	129.310	8.803	-18.661	-9.858	81.105	-90.953	-9.848			1.211	126.809	16.796	-33.093	-16.297	88.599	-105.019	-16.420
1.422	142.215	57.363	-47.403	9.959						2.541	120.896	183.612	-213.975	-30.363						2.418	125.053	153.703	-172.585	-18.882						1.200	170.093	1.719	-5.489	-3.770	5.547	-8.876	-3.329			1.248	134.204	40.074	-31.986	8.088	55.283	-47.195	8.088			1.217	131.321	15.209	-32.302	-17.093	73.765	-91.003	-17.314			1.232	130.059	16.619	-33.593	-16.975	75.391	-92.398	-17.007			1.219	129.305	8.769	-18.601	-9.832	81.091	-90.916	-9.825			1.210	126.787	16.801	-33.082	-16.281	88.618	-104.993	-16.374
1.394	143.538	52.139	-41.967	10.171						2.541	120.951	183.543	-213.883	-30.339						2.418	124.710	153.919	-172.679	-18.761						1.200	170.094	1.737	-5.489	-3.752	5.556	-8.875	-3.319			1.249	134.099	40.396	-32.172	8.225	55.327	-47.089	8.238			1.217	131.316	15.194	-32.271	-17.077	73.690	-90.890	-17.276			1.232	130.068	16.601	-33.560	-16.959	75.323	-92.311	-16.988			1.219	129.293	8.737	-18.552	-9.815	81.066	-90.867	-9.801			1.210	126.781	16.779	-33.045	-16.266	88.643	-105.034	-16.391
1.369	144.950	47.156	-36.861	10.295						2.540	120.958	183.278	-213.601	-30.323						2.414	124.758	153.270	-171.771	-18.501						1.200	170.080	1.693	-5.492	-3.800	5.511	-8.876	-3.364			1.250	134.078	40.720	-32.349	8.371	55.433	-47.048	8.385			1.218	131.279	15.209	-32.272	-17.063	73.695	-90.881	-17.262			1.232	130.081	16.597	-33.537	-16.939	75.255	-92.234	-16.979			1.219	129.309	8.738	-18.520	-9.782	80.895	-90.632	-9.737			1.212	126.796	16.676	-32.938	-16.263	88.733	-105.144	-16.411
1.342	146.788	41.437	-31.020	10.417						2.539	121.001	183.261	-213.520	-30.259						2.408	124.821	152.795	-170.968	-18.173						1.201	170.011	1.734	-5.476	-3.741	5.580	-8.897	-3.317			1.251	133.993	40.825	-32.352	8.473	55.370	-46.890	8.480			1.217	131.191	15.254	-32.325	-17.072	73.830	-90.998	-17.243			1.232	130.112	16.561	-33.489	-16.928	75.172	-92.120	-16.948			1.219	129.335	8.657	-18.460	-9.803	81.075	-90.833	-9.758			1.211	126.757	16.735	-32.990	-16.254	88.825	-105.195	-16.370
1.319	148.635	36.439	-25.999	10.440						2.539	121.035	183.144	-213.385	-30.240						2.400	124.864	152.072	-169.871	-17.799						1.200	169.999	1.742	-5.492	-3.750	5.554	-8.894	-3.340			1.251	133.882	41.081	-32.496	8.584	55.433	-46.845	8.588			1.217	131.178	15.084	-32.159	-17.075	74.018	-91.150	-17.208			1.232	130.188	16.409	-33.339	-16.930	74.983	-91.899	-16.916			1.219	129.340	8.615	-18.389	-9.774	81.057	-90.784	-9.726			1.210	126.768	16.826	-33.054	-16.228	88.710	-105.046	-16.337
1.319	148.635	36.439	-25.999	10.440						2.540	121.057	183.061	-213.268	-30.207						2.392	125.080	151.129	-168.403	-17.274						1.200	169.956	1.762	-5.491	-3.729	5.587	-8.903	-3.317			1.253	133.818	41.351	-32.631	8.720	55.594	-46.789	8.805			1.217	131.210	15.053	-32.104	-17.051	73.848	-91.078	-17.306			1.231	130.227	16.398	-33.304	-16.906	74.897	-91.823	-16.925			1.219	129.346	8.588	-18.338	-9.750	81.055	-90.750	-9.695			1.211	126.750	16.762	-32.981	-16.219	88.728	-105.074	-16.346
1.299	150.626	31.914	-21.590	10.324						2.541	121.089	183.006	-213.193	-30.187						2.381	125.178	150.421	-167.235	-16.813						1.200	169.931	1.778	-5.481	-3.703	5.615	-8.905	-3.290			1.253	133.789	41.491	-32.641	8.850	55.437	-46.507	8.929			1.217	131.218	15.125	-32.153	-17.028	73.785	-90.977	-17.268			1.232	130.249	16.397	-33.295	-16.898	74.898	-91.820	-16.922			1.219	129.348	8.598	-18.310	-9.713	81.088	-90.771	-9.682			1.210	126.740	16.728	-32.938	-16.210	88.693	-105.033	-16.340
1.283	152.577	27.918	-17.891	10.028						2.538	121.094	182.941	-213.114	-30.173						2.368	125.302	149.519	-165.867	-16.348						1.201	169.936	1.768	-5.466	-3.697	5.623	-8.904	-3.281			1.254	133.696	41.871	-32.905	8.966	55.485	-46.434	9.051			1.217	131.313	15.113	-32.130	-17.017	73.576	-90.785	-17.286			1.232	130.249	16.408	-33.283	-16.875	74.861	-91.771	-16.910			1.219	129.338	8.576	-18.291	-9.715	81.208	-90.876	-9.667			1.210	126.777	16.684	-32.871	-16.188	88.638	-105.000	-16.362
1.269	154.599	24.255	-14.651	9.604						2.538	121.166	182.751	-212.911	-30.160						2.354	125.421	148.722	-164.669	-15.948						1.200	169.957	1.836	-5.499	-3.663	5.628	-8.890	-3.262			1.254	133.676	42.139	-33.033	9.106	55.746	-46.624	9.122			1.217	131.317	15.085	-32.081	-16.996	73.561	-90.745	-17.260			1.231	130.224	16.374	-33.240	-16.867	74.822	-91.726	-16.904			1.219	129.388	8.486	-18.176	-9.689	81.013	-90.650	-9.636			1.210	126.768	16.690	-32.864	-16.173	88.705	-105.074	-16.369
1.257	156.702	20.843	-11.792	9.051						2.538	121.225	182.586	-212.700	-30.115						2.341	125.531	147.987	-163.582	-15.596						1.202	169.931	1.898	-5.501	-3.603	5.720	-8.903	-3.183			1.256	133.507	42.476	-33.276	9.200	55.664	-46.403	9.261			1.218	131.314	15.057	-32.030	-16.973	73.532	-90.700	-17.245			1.231	130.224	16.356	-33.200	-16.844	74.780	-91.659	-16.879			1.219	129.400	8.442	-18.114	-9.672	81.001	-90.614	-9.613			1.210	126.770	16.708	-32.860	-16.152	88.697	-105.052	-16.355
1.247	158.808	17.736	-9.361	8.376						2.537	121.242	182.553	-212.629	-30.076						2.329	125.628	147.345	-162.624	-15.279						1.200	169.988	1.820	-5.489	-3.669	5.553	-8.880	-3.328			1.257	133.460	42.726	-33.379	9.347	55.758	-46.334	9.424			1.218	131.265	15.067	-32.020	-16.953	73.565	-90.706	-17.217			1.231	130.228	16.326	-33.149	-16.823	74.766	-91.643	-16.877			1.219	129.435	8.393	-18.036	-9.643	80.956	-90.529	-9.573			1.211	126.829	16.658	-32.797	-16.139	88.574	-104.852	-16.278
1.239	161.038	14.868	-7.253	7.615						2.534	121.174	182.539	-212.604	-30.065						2.317	125.723	146.691	-161.669	-14.977						1.201	169.986	1.807	-5.485	-3.677	5.654	-8.886	-3.232			1.256	133.511	42.742	-33.379	9.363	55.369	-45.871	9.498			1.218	131.265	15.064	-32.000	-16.936	73.545	-90.666	-17.197			1.231	130.228	16.275	-33.085	-16.810	74.807	-91.664	-16.858			1.219	129.478	8.337	-17.957	-9.621	80.913	-90.461	-9.548			1.210	126.839	16.642	-32.762	-16.121	88.525	-104.799	-16.274
1.231	162.816	12.380	-5.564	6.816						2.534	121.201	182.446	-212.472	-30.026						2.307	125.816	146.099	-160.807	-14.708						1.200	169.986	1.815	-5.475	-3.660	5.680	-8.880	-3.200			1.258	133.489	43.056	-33.567	9.489	55.459	-45.837	9.621			1.218	131.271	15.033	-31.964	-16.931	73.514	-90.624	-17.185			1.231	130.144	16.376	-33.146	-16.770	74.788	-91.590	-16.802			1.219	129.452	8.302	-17.900	-9.598	80.916	-90.459	-9.543			1.210	126.811	16.627	-32.749	-16.122	88.505	-104.758	-16.253
1.225	166.141	10.287	-4.360	5.927						2.534	121.238	182.373	-212.360	-29.988						2.296	125.917	145.469	-159.945	-14.477						1.201	169.958	1.821	-5.467	-3.646	5.700	-8.885	-3.186			1.259	133.361	43.388	-33.833	9.555	55.733	-46.096	9.637			1.218	131.289	15.006	-31.920	-16.914	73.491	-90.589	-17.174			1.231	130.156	16.359	-33.122	-16.763	74.943	-91.732	-16.789			1.219	129.485	8.264	-17.838	-9.574	80.867	-90.355	-9.488			1.211	126.848	16.666	-32.780	-16.115	88.551	-104.787	-16.237
1.224	167.711	8.695	-3.437	5.258						2.534	121.247	182.381	-212.348	-29.967						2.282	126.113	144.653	-158.746	-14.093						1.201	169.911	1.864	-5.463	-3.599	5.753	-8.896	-3.143			1.260	133.342	43.610	-33.939	9.671	55.674	-45.885	9.789			1.218	131.284	15.006	-31.913	-16.907	73.536	-90.586	-17.126			1.231	130.151	16.415	-33.161	-16.746	74.951	-91.738	-16.787			1.218	129.533	8.236	-17.773	-9.537	80.760	-90.239	-9.479			1.211	126.848	16.628	-32.727	-16.099	88.561	-104.766	-16.205
1.218	168.848	7.621	-2.970	4.651						2.534	121.272	182.387	-212.317	-29.930						2.268	126.150	143.979	-157.711	-13.732						1.201	169.821	1.889	-5.483	-3.594	5.765	-8.915	-3.150			1.261	133.190	44.091	-34.244	9.847	56.015	-46.115	9.899			1.218	131.316	14.974	-31.867	-16.893	73.437	-90.461	-17.099			1.231	130.152	16.446	-33.177	-16.731	75.017	-91.794	-16.777			1.218	129.515	8.214	-17.736	-9.522	80.769	-90.244	-9.475			1.211	126.826	16.626	-32.703	-16.078	88.600	-104.790	-16.190
1.217	169.810	6.801	-2.632	4.169						2.532	121.347	182.059	-211.931	-29.872						2.249	126.319	142.937	-156.189	-13.251						1.201	169.898	1.848	-5.466	-3.618	5.677	-8.898	-3.221			1.262	133.112	44.355	-34.394	9.961	56.061	-46.056	10.004			1.218	131.348	14.933	-31.810	-16.877	73.293	-90.338	-17.121			1.231	130.221	16.255	-32.972	-16.717	74.780	-91.519	-16.740			1.219	129.534	8.170	-17.664	-9.494	80.743	-90.182	-9.439			1.210	126.838	16.607	-32.647	-16.041	88.647	-104.798	-16.151
1.214	170.744	5.953	-2.254	3.699						2.532	121.408	181.938	-211.787	-29.849						2.228	126.449	141.881	-154.661	-12.780						1.201	169.964	1.902	-5.495	-3.593	5.729	-8.871	-3.143			1.263	133.103	44.545	-34.530	10.015	56.229	-46.169	10.060			1.218	131.345	14.901	-31.760	-16.859	73.293	-90.317	-17.101			1.231	130.186	16.308	-33.007	-16.700	74.894	-91.608	-16.715			1.219	129.551	8.141	-17.615	-9.473	80.681	-90.079	-9.398			1.211	126.842	16.549	-32.631	-16.082	88.675	-104.810	-16.135
1.213	171.531	5.482	-2.137	3.345						2.532	121.512	181.816	-211.614	-29.798						2.206	126.622	140.647	-152.911	-12.264						1.201	169.940	1.971	-5.486	-3.515	5.805	-8.878	-3.072			1.263	132.938	44.635	-34.577	10.057	56.190	-46.054	10.136			1.218	131.348	14.906	-31.725	-16.819	73.293	-90.294	-17.077			1.231	130.191	16.290	-32.971	-16.681	74.857	-91.560	-16.703			1.218	129.578	8.059	-17.504	-9.445	80.693	-90.074	-9.382			1.210	126.841	16.507	-32.593	-16.086	88.725	-104.862	-16.137
1.212	172.152	5.057	-1.996	3.061						2.533	121.550	181.575	-211.337	-29.762						2.182	126.830	139.360	-151.062	-11.701						1.200	169.935	1.933	-5.484	-3.551	5.747	-8.873	-3.126			1.264	132.897	45.240	-35.018	10.222	56.177	-45.879	10.298			1.219	131.567	14.822	-31.612	-16.789	72.919	-89.826	-16.983			1.231	130.227	16.238	-32.902	-16.664	74.797	-91.465	-16.668			1.218	129.547	8.046	-17.465	-9.419	80.734	-90.093	-9.359			1.211	126.800	16.490	-32.593	-16.103	88.782	-104.907	-16.125
1.211	172.788	4.654	-1.885	2.769						2.531	121.398	181.755	-211.520	-29.765						2.159	127.054	137.943	-149.142	-11.199						1.201	169.923	1.998	-5.487	-3.489	5.818	-8.874	-3.055			1.265	132.803	45.523	-35.203	10.321	56.423	-46.004	10.418			1.218	131.372	14.857	-31.636	-16.779	73.138	-90.092	-17.030			1.230	130.219	16.230	-32.875	-16.644	74.839	-91.486	-16.648			1.218	129.556	7.997	-17.390	-9.393	80.737	-90.061	-9.324			1.213	126.849	16.599	-32.579	-15.979	88.668	-104.783	-16.115
1.210	173.463	4.245	-1.788	2.457						2.531	121.426	181.741	-211.473	-29.732						2.136	127.269	136.600	-147.287	-10.687						1.200	169.898	2.059	-5.507	-3.448	5.852	-8.876	-3.024			1.266	132.660	45.936	-35.471	10.465	56.782	-46.212	10.570			1.218	131.252	14.933	-31.705	-16.773	73.335	-90.269	-17.009			1.230	130.278	16.196	-32.819	-16.622	74.668	-91.303	-16.635			1.218	129.571	7.964	-17.334	-9.370	80.735	-90.020	-9.286			1.210	126.849	16.478	-32.598	-16.120	88.572	-104.733	-16.161
1.209	174.179	3.835	-1.714	2.121						2.531	121.431	181.729	-211.429	-29.700						2.114	127.487	135.184	-145.350	-10.166						1.201	169.831	2.030	-5.515	-3.485	5.859	-8.919	-3.060			1.267	132.680	46.178	-35.559	10.619	56.592	-45.867	10.724			1.218	131.375	14.838	-31.584	-16.746	73.124	-90.056	-17.008			1.230	130.298	16.203	-32.812	-16.610	74.617	-91.257	-16.639			1.218	129.598	7.919	-17.262	-9.344	80.724	-89.985	-9.261			1.211	126.854	16.588	-32.595	-16.007	88.589	-104.753	-16.164
1.208	174.895	3.441	-1.656	1.785						2.531	121.506	181.279	-210.919	-29.640						2.092	127.728	133.784	-143.480	-9.697						1.201	169.842	2.100	-5.517	-3.418	5.912	-8.903	-2.991			1.269	132.655	46.382	-35.632	10.750	56.613	-45.817	10.796			1.218	131.433	14.782	-31.501	-16.719	72.999	-89.917	-16.994			1.231	130.293	16.178	-32.782	-16.604	74.645	-91.272	-16.627			1.219	129.628	7.880	-17.209	-9.329	80.657	-89.867	-9.209			1.210	126.846	16.494	-32.517	-16.023	88.470	-104.636	-16.166
1.207	175.655	3.044	-1.604	1.440						2.531	121.468	181.472	-211.042	-29.570						2.065	127.872	132.268	-141.356	-9.088						1.201	169.844	2.121	-5.519	-3.398	5.894	-8.896	-3.002			1.269	132.601	46.638	-35.796	10.842	56.557	-45.615	10.942			1.218	131.323	14.855	-31.566	-16.711	73.164	-90.044	-16.956			1.230	130.394	16.109	-32.677	-16.568	74.334	-90.943	-16.609			1.218	129.667	7.845	-17.151	-9.306	80.596	-89.763	-9.167			1.211	126.875	16.443	-32.445	-16.001	88.425	-104.594	-16.169
1.206	176.381	2.680	-1.585	1.094						2.531	121.454	181.448	-210.976	-29.528						2.027	128.376	129.277	-137.624	-8.347						1.201	169.858	2.257	-5.518	-3.260	5.914	-8.888	-2.974			1.271	132.580	46.806	-35.842	10.964	56.210	-45.163	11.047			1.218	131.259	14.783	-31.486	-16.704	73.136	-89.986	-16.926			1.230	130.363	16.019	-32.589	-16.570	74.294	-90.894	-16.600			1.218	129.675	7.786	-17.069	-9.283	80.752	-89.891	-9.139			1.211	126.873	16.366	-32.366	-16.000	88.457	-104.608	-16.152
1.206	177.041	2.370	-1.599	0.771						2.530	121.502	181.326	-210.811	-29.484						1.993	128.770	126.624	-134.236	-7.612						1.201	169.878	2.288	-5.515	-3.228	5.936	-8.882	-2.945			1.273	132.512	47.216	-36.102	11.114	56.258	-45.048	11.210			1.218	131.279	14.773	-31.459	-16.686	73.084	-89.910	-16.902			1.230	130.384	15.987	-32.535	-16.548	74.298	-90.872	-16.574			1.218	129.645	7.852	-17.128	-9.276	80.636	-89.763	-9.127			1.210	126.890	16.356	-32.358	-16.002	88.393	-104.530	-16.137
1.205	177.550	2.063	-1.637	0.426						2.529	121.530	181.107	-210.551	-29.444						1.960	129.183	123.920	-130.853	-6.933						1.201	169.897	2.291	-5.516	-3.225	5.930	-8.874	-2.944			1.274	132.403	47.488	-36.205	11.283	56.350	-44.958	11.392			1.218	131.272	14.781	-31.441	-16.660	72.894	-89.706	-16.888			1.230	130.419	15.920	-32.446	-16.526	74.231	-90.798	-16.567			1.219	129.679	7.829	-17.080	-9.251	80.512	-89.614	-9.102			1.211	126.877	16.452	-32.369	-15.917	88.397	-104.507	-16.109
1.204	178.073	1.792	-1.677	0.115						2.530	121.592	180.846	-210.294	-29.448						1.930	129.589	121.327	-127.608	-6.281						1.201	169.982	2.155	-5.538	-3.383	5.826	-8.842	-3.016			1.276	132.180	47.948	-36.483	11.465	56.776	-45.200	11.575			1.218	131.327	14.785	-31.427	-16.642	73.170	-89.955	-16.861			1.230	130.475	15.906	-32.411	-16.505	74.143	-90.678	-16.535			1.218	129.652	7.778	-17.012	-9.234	80.490	-89.578	-9.088			1.211	126.886	16.385	-32.330	-15.945	88.401	-104.454	-16.053
1.203	178.480	1.547	-1.732	-0.184						2.530	121.596	180.772	-210.150	-29.378						1.901	129.994	118.778	-124.410	-5.632						1.201	169.793	2.290	-5.538	-3.248	5.958	-8.910	-2.952			1.277	132.280	47.916	-36.407	11.510	56.264	-44.645	11.618			1.218	131.351	14.785	-31.405	-16.621	73.005	-89.786	-16.857			1.229	130.418	15.872	-32.369	-16.497	74.148	-90.684	-16.536			1.218	129.727	7.823	-17.040	-9.216	80.314	-89.370	-9.056			1.211	126.936	16.317	-32.270	-15.953	88.325	-104.396	-16.071
1.203	178.842	1.326	-1.787	-0.461						2.530	121.615	180.712	-209.988	-29.276						1.875	130.378	116.331	-121.483	-5.151						1.201	169.773	2.423	-5.556	-3.133	6.086	-8.917	-2.831			1.278	132.241	48.208	-36.589	11.619	56.162	-44.454	11.709			1.218	131.409	14.721	-31.332	-16.611	72.928	-89.623	-16.771			1.230	130.405	15.823	-32.296	-16.473	74.044	-90.556	-16.512			1.219	129.781	7.838	-17.026	-9.189	79.991	-89.022	-9.031			1.211	126.989	16.259	-32.191	-15.933	88.257	-104.317	-16.060
1.202	179.120	1.148	-1.863	-0.715						2.531	121.623	180.631	-209.887	-29.255						1.850	130.738	114.007	-118.658	-4.651						1.201	169.721	2.461	-5.572	-3.111	6.149	-8.938	-2.789			1.280	132.110	48.580	-36.820	11.760	56.117	-44.249	11.867			1.218	131.437	14.666	-31.262	-16.596	72.867	-89.540	-16.749			1.229	130.429	15.809	-32.279	-16.469	74.025	-90.540	-16.515			1.219	129.719	7.782	-16.953	-9.172	80.234	-89.251	-9.017			1.211	126.824	16.349	-32.305	-15.956	88.492	-104.514	-16.022
1.202	179.313	0.978	-1.939	-0.962						2.531	121.636	180.585	-209.790	-29.205						1.828	131.070	111.787	-115.989	-4.202						1.201	169.657	2.500	-5.582	-3.082	6.200	-8.959	-2.760			1.282	132.005	48.730	-36.838	11.893	56.077	-44.010	12.067			1.218	131.374	14.708	-31.287	-16.579	72.838	-89.510	-16.748			1.228	130.432	15.732	-32.180	-16.448	73.917	-90.434	-16.517			1.218	129.686	7.831	-17.047	-9.216	80.487	-89.540	-9.053			1.211	126.935	16.288	-32.238	-15.950	88.304	-104.331	-16.027
1.202	179.439	0.834	-2.014	-1.180						2.531	121.641	180.534	-209.633	-29.099						1.808	131.376	109.728	-113.502	-3.774						1.201	169.573	2.349	-5.601	-3.252	6.106	-8.991	-2.885			1.282	132.024	48.801	-36.806	11.995	55.844	-43.725	12.119			1.218	131.371	14.655	-31.213	-16.559	72.929	-89.581	-16.728			1.230	130.440	15.780	-32.209	-16.429	73.961	-90.457	-16.496			1.218	129.646	7.727	-16.935	-9.208	80.717	-89.759	-9.042			1.211	126.932	16.295	-32.226	-15.931	88.266	-104.289	-16.022
1.201	179.539	0.703	-2.088	-1.385						2.531	121.764	180.127	-209.153	-29.026						1.789	131.656	107.799	-111.211	-3.411						1.201	169.458	2.428	-5.608	-3.179	6.230	-9.034	-2.804			1.283	131.954	49.233	-37.071	12.162	55.794	-43.503	12.290			1.218	131.349	14.632	-31.170	-16.537	72.884	-89.558	-16.750			1.228	130.430	15.723	-32.130	-16.407	73.928	-90.402	-16.474			1.218	129.629	7.736	-16.919	-9.183	80.791	-89.810	-9.019			1.211	126.925	16.257	-32.200	-15.943	88.249	-104.276	-16.026
1.201	179.614	0.581	-2.162	-1.581						2.531	121.723	180.185	-209.114	-28.930						1.771	131.987	105.915	-108.955	-3.040						1.202	169.272	2.767	-5.648	-2.881	6.552	-9.106	-2.553			1.285	131.935	49.577	-37.299	12.279	55.848	-43.458	12.390			1.218	131.334	14.595	-31.115	-16.520	72.848	-89.505	-16.733			1.228	130.417	15.759	-32.145	-16.386	73.903	-90.358	-16.454			1.218	129.674	7.695	-16.857	-9.163	80.631	-89.632	-9.001			1.211	126.906	16.230	-32.152	-15.922	88.237	-104.266	-16.030
1.201	179.789	0.499	-2.240	-1.742						2.532	121.781	179.867	-208.722	-28.854						1.750	132.354	103.568	-106.183	-2.616						1.202	169.245	2.725	-5.667	-2.942	6.505	-9.128	-2.623			1.286	131.884	49.922	-37.552	12.370	55.731	-43.250	12.481			1.218	131.334	14.516	-31.031	-16.516	72.817	-89.455	-16.714			1.228	130.548	15.526	-31.889	-16.363	73.726	-90.153	-16.427			1.218	129.696	7.680	-16.826	-9.146	80.565	-89.539	-8.974			1.211	126.885	16.190	-32.104	-15.914	88.222	-104.265	-16.042
1.201	179.737	0.426	-2.290	-1.864						2.532	121.761	179.946	-208.741	-28.795						1.730	132.674	101.446	-103.703	-2.257						1.202	169.119	2.985	-5.702	-2.717	6.763	-9.183	-2.420			1.287	131.800	50.278	-37.747	12.531	55.835	-43.227	12.609			1.218	131.338	14.477	-30.981	-16.504	72.736	-89.353	-16.692			1.228	130.520	15.587	-31.919	-16.333	73.721	-90.117	-16.397			1.218	129.667	7.661	-16.786	-9.126	80.608	-89.556	-8.949			1.211	126.813	16.193	-32.078	-15.885	88.310	-104.353	-16.043
1.200	179.774	0.389	-2.323	-1.934						2.532	121.797	179.853	-208.558	-28.705						1.712	132.993	99.388	-101.265	-1.877						1.202	168.995	3.149	-5.735	-2.586	6.942	-9.241	-2.298			1.290	131.702	50.611	-37.938	12.673	55.890	-43.097	12.793			1.218	131.335	14.462	-30.941	-16.480	72.687	-89.280	-16.669			1.228	130.542	15.544	-31.859	-16.315	73.636	-90.029	-16.393			1.218	129.686	7.626	-16.733	-9.107	80.584	-89.505	-8.920			1.211	126.956	16.159	-32.044	-15.885	88.061	-104.077	-16.017
1.200	179.813	0.357	-2.348	-1.992						2.532	121.825	179.632	-208.266	-28.634						1.695	133.350	97.258	-98.781	-1.524						1.203	168.860	3.254	-5.763	-2.508	7.102	-9.302	-2.200			1.292	131.725	50.935	-38.104	12.831	55.636	-42.698	12.938			1.218	131.366	14.460	-30.919	-16.459	72.588	-89.164	-16.651			1.228	130.570	15.500	-31.782	-16.282	73.554	-89.901	-16.347			1.218	129.713	7.623	-16.708	-9.084	80.588	-89.481	-8.892			1.211	126.916	16.220	-32.101	-15.881	88.196	-104.212	-16.016
1.200	179.844	0.327	-2.369	-2.042						2.533	121.881	179.499	-208.091	-28.591						1.682	133.605	96.157	-97.370	-1.213						1.203	168.732	3.408	-5.798	-2.390	7.237	-9.358	-2.121			1.293	131.602	51.126	-38.251	12.876	55.692	-42.690	13.002			1.218	131.390	14.474	-30.891	-16.417	72.558	-89.102	-16.620			1.228	130.637	15.495	-31.756	-16.261	73.311	-89.622	-16.311			1.218	129.740	7.606	-16.655	-9.049	80.524	-89.402	-8.878			1.211	126.944	16.222	-32.062	-15.840	88.181	-104.176	-15.996
1.200	179.869	0.300	-2.391	-2.091						2.533	121.906	179.345	-207.885	-28.539						1.662	134.038	93.513	-94.317	-0.804						1.203	168.602	3.533	-5.830	-2.297	7.395	-9.423	-2.028			1.293	131.644	51.563	-38.618	12.945	55.636	-42.587	13.049			1.219	131.400	14.453	-30.845	-16.391	72.500	-89.067	-16.643			1.228	130.642	15.425	-31.676	-16.252	73.469	-89.764	-16.295			1.218	129.751	7.592	-16.620	-9.028	80.473	-89.330	-8.857			1.211	126.948	16.244	-32.050	-15.805	88.194	-104.185	-15.991
1.200	179.893	0.274	-2.410	-2.136						2.534	121.905	179.454	-207.962	-28.508						1.643	134.423	91.251	-91.677	-0.426						1.203	168.469	3.674	-5.880	-2.206	7.552	-9.486	-1.935			1.294	131.459	52.345	-39.202	13.143	55.880	-42.656	13.223			1.219	131.390	14.497	-30.855	-16.358	72.415	-88.965	-16.626			1.227	130.712	15.391	-31.602	-16.211	73.281	-89.562	-16.281			1.218	129.763	7.550	-16.555	-9.006	80.352	-89.271	-8.918			1.211	126.957	16.275	-32.049	-15.774	88.170	-104.112	-15.942
